ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2010-01-26,0,0,0,0,0,0,0,1797,626,2164,29,138,92,0,0,0,0,0,0,0,0,1763,274,974,89,939,34,1
2010-01-27,4389,1839,3385,148,491,2115,89,879,478,1332,2,0,23,0,315,166,459,20,2,0,0,1221,219,646,142,605,47,0
2010-01-28,4383,1461,3165,132,666,1803,78,901,292,1047,26,40,70,10,300,163,461,2,0,0,0,896,176,560,32,455,22,3
2010-01-29,3963,1259,2270,191,734,1950,77,1433,389,1322,43,97,359,1,269,150,382,6,31,0,0,1093,210,559,48,670,26,0
2010-01-30,7922,2252,6446,277,884,2434,133,2548,796,3190,44,66,44,0,831,288,1089,14,14,2,0,1905,339,1448,131,603,57,5
2010-01-31,7065,1989,5310,303,945,2419,77,2289,798,2830,79,94,84,0,753,258,992,7,7,5,0,1819,322,1103,109,882,39,8
2010-02-01,4645,1355,3077,237,1067,1536,83,0,0,0,0,0,0,0,359,192,464,20,60,5,2,0,0,0,0,0,0,0
2010-02-02,0,0,0,0,0,0,0,1284,568,1620,20,99,113,0,0,0,0,0,0,0,0,1801,324,853,80,1144,40,8
2010-02-03,3643,1374,1981,259,749,1937,91,459,316,749,4,20,0,2,527,108,568,12,44,11,0,940,171,332,43,716,16,4
2010-02-04,4675,1452,2270,220,851,2702,84,764,401,973,36,82,74,0,274,109,310,13,49,11,0,843,163,341,48,590,21,6
2010-02-05,4592,1392,2440,250,808,2368,118,575,239,756,11,36,6,5,203,124,250,6,68,3,0,1156,210,450,57,818,41,0
2010-02-06,6581,1932,2539,374,819,3451,1330,1526,659,1950,31,121,83,0,437,193,578,21,29,2,0,1421,309,840,98,735,39,18
2010-02-07,6328,1742,4458,282,886,2355,89,1785,674,2319,30,100,10,0,707,225,862,32,31,7,0,1696,309,1001,109,764,86,45
2010-02-08,5026,1460,2582,210,1048,2437,209,0,0,0,0,0,0,0,243,121,311,1,52,0,0,0,0,0,0,0,0,0
2010-02-09,0,0,0,0,0,0,0,877,333,932,25,149,104,0,0,0,0,0,0,0,0,1870,361,989,51,1064,127,0
2010-02-10,3240,1183,1977,144,832,1466,4,471,383,786,34,29,5,0,82,78,147,7,6,0,0,983,181,265,40,815,40,4
2010-02-11,2309,753,1063,188,475,1335,1,503,314,651,29,72,65,0,128,50,146,17,14,1,0,663,99,225,38,472,6,21
2010-02-12,2850,824,1668,199,517,1290,0,743,358,935,27,52,81,6,150,186,310,13,11,2,0,1146,211,453,73,791,40,0
2010-02-13,5477,8802,7343,800,2143,3993,0,1106,1183,2161,39,63,20,6,465,304,702,48,15,4,0,1463,275,881,175,629,47,6
2010-02-14,0,29127,27922,180,380,645,0,0,5515,4303,268,168,285,491,0,2342,2342,0,0,0,0,2191,440,1771,128,591,132,9
2010-02-15,11373,3220,8292,483,1262,4496,60,2139,1335,3374,29,26,35,10,1732,451,2146,15,17,5,0,1585,462,1726,91,174,46,10
2010-02-16,0,0,0,0,0,0,0,1982,825,2122,16,374,290,5,0,0,0,0,0,0,0,1881,335,918,197,913,188,0
2010-02-17,6965,2537,4094,354,1005,4027,22,968,521,1313,12,59,105,0,201,144,335,8,2,0,0,1282,230,439,56,904,108,5
2010-02-18,7419,1984,3909,221,875,4393,5,934,494,1068,44,130,164,22,363,156,500,6,11,2,0,1441,252,626,108,910,45,4
2010-02-19,7140,1929,3683,166,1081,4139,0,1193,548,1523,27,107,84,0,346,179,495,2,28,0,0,1490,255,489,93,1054,109,0
2010-02-20,10347,3304,7749,285,1142,4422,53,2477,2209,4229,80,209,157,11,1179,470,1602,7,37,3,0,2222,329,1358,200,894,96,3
2010-02-21,9675,2736,6872,238,1245,4043,13,3169,1457,4232,126,130,138,0,1291,343,1587,11,36,0,0,2836,569,1869,223,1210,91,12
2010-02-22,6486,1761,3616,348,1716,2484,83,0,0,0,0,0,0,0,509,173,546,25,108,3,0,0,0,0,0,0,0,0
2010-02-23,0,0,0,0,0,0,0,2869,1280,3919,43,170,15,2,0,0,0,0,0,0,0,2936,592,1579,167,1722,37,23
2010-02-24,5921,1699,4129,376,1296,1797,22,1728,1004,2610,53,59,10,0,644,229,766,15,92,0,0,2089,419,964,174,1319,46,5
2010-02-25,2436,673,1515,123,459,988,24,969,448,1311,29,77,0,0,168,56,176,4,40,4,0,956,137,302,20,747,17,7
2010-02-26,5396,1506,3973,250,1092,1547,40,2143,791,2714,49,136,35,0,526,214,631,42,60,7,0,1541,298,785,137,892,22,3
2010-02-27,6549,16074,18469,508,1533,2086,27,2358,2499,4564,73,153,56,11,784,410,1145,16,31,0,2,2722,514,2162,160,865,30,19
2010-02-28,10533,2874,9877,368,990,2147,25,3604,1245,4556,62,130,101,0,1593,357,1874,18,55,3,0,3278,572,2596,190,1009,30,25
2010-03-01,3407,1014,2058,180,1138,1040,5,1174,293,1375,47,45,0,0,235,71,266,12,28,0,0,378,40,251,25,132,10,0
2010-03-02,0,0,0,0,0,0,0,861,401,789,57,318,98,0,0,0,0,0,0,0,0,1495,270,484,110,1158,13,0
2010-03-03,3377,1085,2108,176,1212,963,3,615,512,911,38,122,56,0,305,213,476,8,31,3,0,1323,216,430,109,985,7,8
2010-03-04,2144,717,1045,109,979,713,15,279,249,423,38,61,6,0,103,69,106,11,54,1,0,937,0,127,44,724,36,6
2010-03-05,3519,1071,2201,175,1106,1102,6,605,380,805,22,110,48,0,200,215,372,4,35,4,0,1391,246,451,121,1044,20,1
2010-03-06,5952,1597,4568,354,996,1604,27,1802,914,2367,98,168,73,10,748,339,1042,27,13,2,3,1875,352,995,198,997,21,16
2010-03-07,6547,1932,5765,356,996,1347,15,1580,527,1875,67,154,10,1,778,309,1048,24,13,0,2,2052,383,1216,126,1031,41,21
2010-03-08,3979,1166,2353,237,1144,1411,0,0,0,0,0,0,0,0,300,198,446,14,35,3,0,0,0,0,0,0,0,0
2010-03-09,0,0,0,0,0,0,0,1119,535,1048,69,353,131,53,0,0,0,0,0,0,0,2408,416,725,115,1784,181,19
2010-03-10,4159,1890,2911,345,1380,1408,5,791,337,1003,34,89,0,2,536,198,716,2,11,5,0,1486,244,723,33,910,25,39
2010-03-11,3769,1238,1811,180,1410,1591,15,616,464,804,35,180,57,4,258,193,381,10,60,0,0,1337,232,571,77,907,14,0
2010-03-12,3558,1132,1593,213,1266,1618,0,733,314,588,56,227,33,143,133,104,204,0,33,0,0,1440,261,414,66,1200,19,2
2010-03-13,8155,13053,14133,1044,2544,3481,6,2096,2095,3916,91,166,18,0,1132,602,1675,18,38,3,0,3354,558,2155,304,1305,131,17
2010-03-14,7160,2024,5312,428,1470,1917,57,1929,715,2372,43,169,60,0,947,371,1278,11,18,11,0,2773,476,1620,234,1330,45,20
2010-03-15,4583,1226,1723,423,1857,1802,4,0,0,0,0,0,0,0,222,85,157,6,139,5,0,0,0,0,0,0,0,0
2010-03-16,0,0,0,0,0,0,0,1461,786,1660,70,461,56,0,0,0,0,0,0,0,0,2542,456,864,152,1893,48,41
2010-03-17,4646,1979,3034,358,1494,1650,89,593,474,815,122,106,24,0,140,244,328,11,44,1,0,1828,285,877,141,1081,8,6
2010-03-18,4968,1554,2576,249,1580,1684,433,703,356,858,38,132,31,0,198,198,346,10,38,2,0,1584,249,880,57,891,5,0
2010-03-19,4639,1472,3472,284,970,1385,0,732,431,962,43,126,32,0,309,214,442,20,59,2,0,1517,256,525,128,1059,45,16
2010-03-20,5305,1571,2659,395,1022,2779,21,1849,427,2067,57,138,12,2,248,117,332,16,13,4,0,1646,284,856,222,801,23,28
2010-03-21,7038,1528,4770,432,1308,2044,12,1714,501,1917,97,128,71,2,835,254,1013,37,31,7,1,2682,460,1554,235,1298,39,16
2010-03-22,3887,1166,2289,203,904,1653,4,0,0,0,0,0,0,0,188,146,296,9,23,2,4,0,0,0,0,0,0,0
2010-03-23,0,0,0,0,0,0,0,1692,662,1470,236,556,92,0,0,0,0,0,0,0,0,3448,562,1934,287,1693,93,3
2010-03-24,6094,2675,4589,373,1569,2136,102,1097,585,1542,29,89,22,0,744,222,953,0,13,0,0,1776,446,1131,168,918,0,5
2010-03-25,5154,1317,3111,228,1225,1902,5,533,287,696,20,75,26,3,168,154,295,7,20,0,0,974,165,417,135,551,26,10
2010-03-26,4999,1627,2391,324,1472,2439,0,899,529,1107,104,120,97,0,255,199,447,0,7,0,0,2118,357,875,176,1388,26,10
2010-03-27,8118,20734,14070,1974,4817,7927,64,2200,3624,5209,286,268,56,5,595,367,958,4,0,0,0,3104,492,1917,293,1111,151,124
2010-03-28,9307,2840,7537,358,1777,2468,7,2936,930,3563,54,193,46,10,1515,405,1812,55,38,4,11,3374,585,2345,222,1303,70,19
2010-03-29,8205,2311,4951,454,2339,2743,29,0,0,0,0,0,0,0,527,319,719,15,107,5,0,0,0,0,0,0,0,0
2010-03-30,0,0,0,0,0,0,0,2463,1079,2625,120,563,231,3,0,0,0,0,0,0,0,3392,608,1573,245,1888,273,21
2010-03-31,7144,1778,5058,194,937,2698,35,522,346,758,37,53,20,0,111,63,165,0,9,0,0,1496,256,829,115,796,10,2
2010-04-01,8760,1807,6587,216,820,2533,411,811,349,775,94,155,136,0,338,142,456,9,13,2,0,973,112,415,100,508,58,4
2010-04-02,7543,1983,5765,321,697,2482,261,1484,598,1766,129,132,29,26,935,237,1119,2,26,25,0,2379,304,736,259,1591,92,5
2010-04-03,10297,2930,9133,345,953,2796,0,3812,1135,4603,110,134,100,0,1674,357,1969,31,23,0,8,3366,567,2233,307,1223,131,39
2010-04-04,9868,2895,9556,291,887,2024,5,3436,1061,4086,99,177,128,7,2263,490,2674,17,62,0,0,3911,748,2925,201,1370,137,26
2010-04-05,9129,1856,7619,176,793,2101,296,0,0,0,0,0,0,0,1031,328,1123,76,151,9,0,0,0,0,0,0,0,0
2010-04-06,0,0,0,0,0,0,0,3504,832,3681,74,332,211,38,0,0,0,0,0,0,0,4111,697,3029,266,1390,119,4
2010-04-07,10315,2315,9188,303,856,2261,22,1547,786,2050,43,151,38,51,942,403,1302,26,12,4,1,2731,531,2297,183,713,43,26
2010-04-08,14926,1659,12825,300,1090,2370,0,1565,1132,2379,48,119,141,10,1270,592,1710,23,118,11,0,1003,204,568,167,429,37,6
2010-04-09,9787,2096,7558,405,930,2767,223,1637,1041,2476,38,143,20,1,1291,436,1670,17,31,9,0,2547,429,1299,231,1361,73,12
2010-04-10,10551,15284,15319,780,2135,5538,2063,2583,3229,5495,68,108,141,0,1504,516,1902,67,35,16,0,4239,720,3486,248,1026,108,91
2010-04-11,11310,3170,10422,375,820,2853,10,3633,1319,4652,69,176,45,10,3241,793,3901,97,16,20,0,4508,821,3834,204,1187,89,15
2010-04-12,11019,2043,8766,204,1219,2859,14,0,0,0,0,0,0,0,799,386,1043,36,99,4,3,0,0,0,0,0,0,0
2010-04-13,0,0,0,0,0,0,0,3289,942,3577,79,363,202,10,0,0,0,0,0,0,0,4513,772,3591,174,1424,90,6
2010-04-14,13759,4332,12477,519,651,4365,79,1345,619,1774,53,72,65,0,692,289,919,32,30,0,0,2490,381,1407,198,1134,110,22
2010-04-15,16545,2779,14159,567,739,3852,7,1357,824,1903,68,159,51,0,1223,539,1762,0,0,0,0,1524,192,801,113,612,190,0
2010-04-16,15608,2455,12478,514,804,3712,555,2545,1020,3430,53,65,17,0,1333,508,1836,0,5,0,0,3029,508,1497,339,1534,146,21
2010-04-17,12068,3621,10060,873,988,3725,43,4668,1974,6255,113,192,82,0,3947,688,4545,66,22,2,0,4364,861,3587,244,1276,92,26
2010-04-18,10715,3257,9705,601,1274,2352,40,3499,2104,5208,116,161,105,13,3558,825,4270,73,29,6,5,4227,861,3325,346,1376,38,3
2010-04-19,12940,2566,10306,443,1074,3589,94,0,0,0,0,0,0,0,1194,272,1403,15,48,0,0,0,0,0,0,0,0,0
2010-04-20,0,0,0,0,0,0,0,4953,1685,6050,137,368,75,8,0,0,0,0,0,0,0,5920,1017,5039,314,1483,81,20
2010-04-21,17296,3550,14731,350,1575,3956,234,1408,849,1905,34,118,200,0,1078,579,1655,1,1,0,0,2547,423,1820,95,1019,31,5
2010-04-22,18464,2117,16298,269,1166,2751,97,1213,581,1577,41,118,58,0,1197,506,1699,2,0,2,0,1419,324,737,130,759,105,12
2010-04-23,13318,2498,10807,382,1357,3244,26,1422,829,2072,23,118,0,38,1557,334,1867,15,9,0,0,2968,565,1895,169,1434,30,5
2010-04-24,11506,25234,32162,355,1212,3002,9,4020,3782,7353,158,120,157,14,3175,1045,4148,29,35,6,2,5353,929,4749,444,1000,79,10
2010-04-25,11788,3135,10053,427,1197,3243,3,3977,1626,5344,105,74,80,0,4019,967,4955,13,8,5,5,4596,793,4157,153,1001,21,57
2010-04-26,9751,2128,8036,297,1060,2486,0,0,0,0,0,0,0,0,349,341,655,16,19,0,0,0,0,0,0,0,0,0
2010-04-27,0,0,0,0,0,0,0,2795,723,2998,55,235,230,0,0,0,0,0,0,0,0,3580,634,2747,95,1102,136,134
2010-04-28,8308,2379,7589,137,633,2327,1,233,306,467,10,18,44,0,538,95,606,5,20,2,0,1622,254,1253,152,345,105,21
2010-04-29,13672,2044,11103,278,807,2447,1081,1804,762,2242,58,90,176,0,700,328,971,24,30,3,0,981,177,639,108,342,65,4
2010-04-30,9954,1982,8548,294,636,2393,65,1424,1025,2164,51,77,110,47,1470,452,1859,29,32,2,0,2964,512,2291,165,974,42,4
2010-05-01,13541,3292,11091,425,522,2789,2006,4786,1885,6310,124,120,117,0,3551,1358,4778,98,31,0,2,6073,1046,6374,180,444,45,76
2010-05-02,13083,3394,12716,427,973,2352,9,4449,1547,5702,110,99,85,0,4308,1188,5267,112,87,2,28,7396,1263,7457,254,897,42,9
2010-05-03,9006,2393,7154,218,1367,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-04,0,0,0,0,0,0,0,2675,1532,3662,103,271,133,38,2195,551,2614,26,106,0,0,5387,1252,5306,129,1198,2,4
2010-05-05,13757,19298,27890,577,1007,3546,35,5514,5828,11074,108,110,50,0,5711,2666,8182,82,111,2,0,6920,2223,8816,67,137,30,93
2010-05-06,5871,1363,5671,103,510,949,1,978,696,1578,30,51,15,0,1355,566,1830,5,84,2,0,1764,332,1569,140,333,49,5
2010-05-07,9750,1983,9150,274,922,1387,0,2533,1146,3504,58,80,37,0,3806,1009,4747,16,46,5,1,3924,664,4069,102,295,96,26
2010-05-08,9109,4740,9093,455,1068,3048,185,3036,3162,5912,73,96,117,0,2095,1705,3756,18,22,4,0,5284,663,5230,230,373,109,5
2010-05-09,8427,2291,7770,337,637,1967,7,3347,1424,4507,97,86,80,1,3236,973,4075,63,63,8,0,4551,665,4682,102,334,43,55
2010-05-10,9564,1658,7679,276,1191,1859,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-11,0,0,0,0,0,0,0,2523,755,2554,160,311,199,54,1085,616,1444,42,207,5,3,4644,757,4108,151,1087,32,23
2010-05-12,14016,2616,13467,183,682,2298,2,1722,967,2621,23,40,5,0,1538,740,2202,22,46,4,4,2541,697,2399,143,633,59,4
2010-05-13,14180,2211,12588,282,1098,2315,108,1689,898,2284,46,113,144,0,1580,1382,2851,18,89,4,0,3438,968,3664,236,485,1,20
2010-05-14,8900,1640,7518,326,769,1854,73,3072,1281,4017,72,102,162,0,2375,745,3088,16,15,0,1,4266,871,4196,96,815,21,9
2010-05-15,11031,2666,9439,513,1014,2731,0,4587,1368,5637,118,94,106,0,2849,912,3628,40,87,6,0,5424,757,5277,211,639,10,44
2010-05-16,11222,2573,9782,463,900,2647,3,3723,1311,4819,39,73,103,0,2923,969,3764,41,77,3,7,5410,953,5571,196,578,9,9
2010-05-17,11039,1841,8945,299,1313,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-18,0,0,0,0,0,0,0,1712,615,1831,58,350,88,0,303,121,358,14,49,0,3,4883,394,4479,41,728,22,7
2010-05-19,12278,2243,10824,275,652,2526,244,1307,894,1977,53,69,102,0,921,572,1451,31,7,0,4,2808,645,2779,100,494,79,1
2010-05-20,8892,1309,7666,199,686,1648,2,1558,924,2204,38,106,134,0,2838,726,3479,35,50,0,0,2949,648,2930,136,496,30,5
2010-05-21,18563,3904,17936,422,1043,3030,36,5920,2231,7841,98,145,47,20,4137,1322,5350,32,77,0,0,8935,1341,9270,207,782,15,2
2010-05-22,12317,10347,17836,350,1520,2939,19,3118,4351,7244,41,58,120,6,2193,1055,3197,27,19,5,0,7058,1047,7410,206,372,101,16
2010-05-23,6170,1866,5312,274,514,1912,24,1665,960,2510,34,43,38,0,984,271,1143,43,35,34,0,2941,395,2764,77,485,10,0
2010-05-24,6419,942,5214,198,726,1222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-25,0,0,0,0,0,0,0,1950,673,1802,126,443,222,30,754,444,1061,27,106,4,0,4188,536,3846,141,694,37,6
2010-05-26,11723,2524,10246,265,851,2594,291,1861,1425,3050,129,62,45,0,899,691,1471,32,79,7,1,3079,609,2599,127,910,52,0
2010-05-27,11392,1726,9840,186,436,2443,213,1801,1952,3405,81,151,116,0,1428,912,2235,19,65,19,2,3312,660,2591,268,1075,25,13
2010-05-28,8174,1482,5904,204,753,2646,149,1621,1085,2540,42,43,81,0,925,844,1674,31,46,8,10,3426,734,3113,72,932,27,16
2010-05-29,11414,2629,9794,330,971,2943,5,4749,1190,5625,88,121,88,17,2622,871,3358,48,74,11,2,4861,882,4721,291,708,21,2
2010-05-30,9908,7127,13838,380,777,1991,49,3288,1040,4077,108,75,68,0,7894,1018,8855,37,20,0,0,10650,960,10581,220,801,5,3
2010-05-31,5751,1163,4148,154,1078,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,0,0,0,0,0,0,0,2435,1118,2966,116,263,208,0,929,732,1566,37,52,6,0,3880,588,2672,196,1445,153,2
2010-06-02,11901,3171,10287,289,1316,3143,37,4308,1583,5535,68,145,107,36,3256,1206,4379,27,50,6,0,5565,1151,5857,162,623,42,32
2010-06-03,6400,1808,4071,187,1052,2886,12,1453,835,2126,40,74,48,0,1087,679,1631,40,94,1,0,2154,664,2161,109,528,8,12
2010-06-04,8216,1394,6350,167,585,2495,13,1490,769,2101,64,50,44,0,642,679,1281,19,11,10,0,2819,788,2367,120,1085,35,0
2010-06-05,8721,2368,7301,416,963,2400,9,3873,1151,4770,97,86,71,0,1687,801,2344,56,84,2,2,4595,796,4345,223,726,79,18
2010-06-06,7895,1677,7042,351,714,1462,3,2876,1100,3599,76,69,232,0,1907,594,2362,39,94,6,0,4897,625,4359,178,939,45,1
2010-06-07,7378,1382,5693,220,1049,1796,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-08,0,0,0,0,0,0,0,1788,885,2043,75,281,274,0,779,527,1243,15,33,15,0,3707,495,2468,247,1241,25,221
2010-06-09,7764,1833,6801,199,738,1851,8,936,753,1476,53,64,91,5,429,541,915,24,28,3,0,1899,417,1501,315,484,15,1
2010-06-10,9463,1675,7578,246,1058,2252,4,1228,722,1806,35,58,51,0,942,0,824,40,73,5,0,2357,553,1815,165,882,42,6
2010-06-11,6026,1348,3966,292,1101,2003,12,1758,795,2396,43,71,43,0,492,539,964,17,46,4,0,2908,538,1869,135,1249,188,5
2010-06-12,5312,3832,4762,339,1483,2538,22,795,1550,2224,29,44,31,17,306,81,343,4,40,0,0,2243,342,1535,140,886,24,0
2010-06-13,9484,2611,7942,315,1176,2657,5,2637,932,3038,69,250,212,0,1610,484,1958,40,78,18,0,4702,637,3984,240,1022,72,21
2010-06-14,6455,1303,4250,247,1342,1917,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-15,0,0,0,0,0,0,0,2203,1672,3147,89,430,209,0,677,325,969,27,5,0,1,3657,489,2636,215,1086,118,91
2010-06-16,6771,2215,4806,236,963,2977,4,1052,780,1657,33,55,87,0,581,521,968,25,103,5,1,2059,502,1829,176,502,53,1
2010-06-17,5544,1351,3443,253,991,2202,6,849,878,1572,38,75,42,0,637,499,1073,35,23,4,1,1987,566,1934,166,408,45,0
2010-06-18,6404,1998,4252,427,1352,2345,26,850,647,1433,24,30,10,0,553,621,1104,34,30,6,0,2750,537,2282,281,656,68,0
2010-06-19,8110,1975,5510,550,1209,2804,12,3258,1128,4163,68,59,96,0,1477,491,1862,67,31,3,5,3794,437,3332,283,533,47,36
2010-06-20,7891,2077,6070,264,1153,2471,10,2576,902,3089,72,164,153,0,1595,582,2045,22,108,2,0,4440,305,3496,207,931,45,66
2010-06-21,5252,1364,3057,246,1260,1990,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-22,0,0,0,0,0,0,0,1973,865,2206,96,273,261,2,762,482,1179,38,7,2,18,4060,555,3185,388,1001,29,12
2010-06-23,5553,1872,4572,231,517,2060,45,995,648,1523,29,64,21,6,587,436,898,46,79,0,0,1232,196,1057,72,290,9,0
2010-06-24,5258,1561,3998,347,393,1998,83,1162,843,1846,46,46,67,0,527,530,951,40,55,8,3,2528,544,1755,299,946,72,0
2010-06-25,5841,1774,4874,374,659,1708,0,1132,788,1774,51,32,40,23,659,404,957,38,64,4,0,3188,508,2209,298,1149,36,4
2010-06-26,7300,6553,10642,328,905,1965,13,2071,2598,4400,138,68,53,10,858,397,1175,16,57,7,0,3929,574,3307,316,829,43,8
