ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2014-01-12,7113,1782,5934,382,207,2307,65,2788,2487,4938,45,58,159,75,615,477,1033,27,24,2,6,1958,817,2054,301,252,143,25
2014-01-13,5081,933,3698,187,124,1899,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-14,0,0,0,0,0,0,0,1773,1565,2941,56,43,264,34,368,327,575,66,32,19,3,1286,484,1047,223,318,115,67
2014-01-15,5360,1326,4284,96,163,2111,32,1891,1537,2839,397,46,146,0,219,303,500,6,16,0,0,879,429,889,117,166,81,55
2014-01-16,6292,1397,3287,472,138,3683,109,1680,1519,3053,32,13,96,5,345,363,692,9,5,2,0,1185,498,1095,201,188,155,44
2014-01-17,6367,1410,4472,438,53,2730,84,1672,1910,3364,52,22,125,19,264,340,569,27,6,2,0,1074,476,1089,157,210,77,17
2014-01-18,11264,2740,8766,978,244,3937,79,3522,4370,7574,82,38,172,26,713,720,1392,17,8,16,0,2135,993,2252,345,316,78,137
2014-01-19,9208,2090,7325,48,31,3890,4,2869,3032,5516,58,35,238,54,685,481,1086,34,7,39,0,1965,762,1817,273,363,175,99
2014-01-20,7000,1293,4367,240,67,3497,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,0,0,0,0,0,0,0,2196,1849,3487,35,61,428,34,327,442,703,37,22,7,0,1762,580,1314,383,515,114,16
2014-01-22,8794,1290,4310,309,87,5164,214,1651,1519,2961,51,27,131,0,301,261,533,14,14,1,0,1009,467,916,195,203,128,34
2014-01-23,8832,1426,6848,10,62,3327,11,1992,1944,3646,37,37,172,44,304,428,719,3,8,0,2,1411,644,1385,149,291,212,18
2014-01-24,7320,1417,4201,49,68,4321,98,1820,1689,3303,47,11,142,6,312,380,685,3,4,0,0,1127,519,1120,142,228,115,41
2014-01-25,7942,1438,4214,223,84,4428,431,2383,2434,4561,56,34,142,24,322,256,513,38,17,8,2,1376,381,1062,188,329,97,81
2014-01-26,10398,1981,9075,377,165,2554,208,2751,2343,4835,70,56,108,25,672,422,1038,50,2,4,0,2001,728,1942,187,288,286,26
2014-01-27,5902,1230,4158,581,431,1829,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,0,0,0,0,0,0,0,1849,1207,2460,75,47,408,66,259,340,534,33,11,12,9,1433,549,1133,167,274,354,54
2014-01-29,0,8906,5000,0,0,3000,906,0,3751,3497,77,18,61,98,0,1173,1173,0,0,0,0,259,1381,1279,191,61,108,1
2014-01-30,6021,724,3613,131,275,2567,159,1853,1189,2635,97,14,266,30,250,143,366,14,2,11,0,921,250,748,100,127,140,56
2014-01-31,0,32801,24783,0,0,7500,518,0,9491,8768,191,34,154,344,0,0,0,0,0,0,0,755,9749,8861,685,180,766,12
2014-02-01,12817,1675,10908,166,165,2998,255,3275,1801,4604,96,24,320,32,680,363,1021,13,2,3,4,2072,658,2069,263,149,208,41
2014-02-02,12124,1456,6958,79,126,6133,284,2700,1675,3867,98,23,330,57,785,406,1119,24,9,39,0,2071,630,1948,354,140,216,43
2014-02-03,9889,878,3554,111,187,6848,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-04,0,0,0,0,0,0,0,1635,928,1680,33,18,816,16,160,180,291,20,19,7,3,1752,468,603,307,384,852,74
2014-02-05,11250,1106,4200,64,164,7649,279,1105,882,1606,33,23,311,14,239,231,421,23,20,6,0,898,341,609,230,174,171,55
2014-02-06,10624,1142,4261,67,134,6983,321,1390,1065,2045,25,22,353,10,283,383,590,18,19,34,5,1051,499,812,260,209,245,24
2014-02-07,8899,1142,4014,96,105,5645,181,1636,1496,2742,16,18,340,16,217,434,611,11,21,6,2,1006,531,897,143,174,244,79
2014-02-08,11449,1537,5568,131,166,6809,312,2496,1729,3931,38,30,199,27,450,515,915,36,4,7,3,1734,612,1429,239,399,232,47
2014-02-09,11948,1746,7439,424,546,5048,237,2809,1505,3583,96,58,569,8,1029,501,1397,80,25,23,5,2781,785,2651,219,287,332,77
2014-02-10,8330,1033,5441,173,402,3250,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-11,0,0,0,0,0,0,0,2241,1052,2526,107,102,542,16,1948,431,2305,40,10,12,12,1903,669,1512,325,317,383,35
2014-02-12,8020,1216,4628,122,153,4222,111,1293,1443,2525,40,32,129,10,1906,392,2257,14,16,7,4,1012,491,910,91,237,212,53
2014-02-13,6705,1050,3355,155,222,3868,155,1424,906,2095,46,46,138,5,1919,420,2292,22,12,7,6,1256,616,1312,101,270,129,60
2014-02-14,5805,1412,4379,146,273,2365,54,1575,1161,2481,67,32,153,3,2011,454,2388,23,39,3,12,1188,665,1149,335,263,105,1
2014-02-15,10625,2748,9954,198,250,2888,83,4231,2951,6785,107,48,219,23,2966,950,3788,93,10,12,13,2942,1376,3285,247,403,234,149
2014-02-16,10161,2306,9091,210,245,2337,584,3398,2339,5402,104,20,181,30,2979,874,3744,63,21,14,11,3136,1169,3273,470,279,270,13
2014-02-17,7090,1639,5956,409,235,1714,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,0,0,0,0,0,0,0,2085,2003,3708,99,72,195,14,452,677,1073,19,34,0,3,2178,993,2089,387,522,173,0
2014-02-19,7769,1732,5375,410,192,3426,98,2104,1997,3620,45,144,290,2,533,470,913,16,29,36,9,1994,664,1853,307,249,196,53
2014-02-20,6258,1678,5811,339,166,1557,63,1870,1754,3267,51,66,225,15,419,458,843,14,10,1,9,1356,645,1377,286,259,53,26
2014-02-21,6323,1703,5887,227,182,1482,248,2144,2060,3966,52,28,138,20,615,458,1011,25,29,3,5,1414,648,1453,193,278,90,48
2014-02-22,11759,3348,10765,274,204,3381,483,3994,2681,6377,97,53,123,25,1180,755,1858,32,33,7,5,3264,1140,3459,355,417,125,48
2014-02-23,10644,3053,10478,113,74,2991,41,4628,3113,7258,94,63,300,26,1336,735,2017,16,26,4,8,3406,1275,3597,275,304,289,216
2014-02-24,6349,1792,6166,165,167,1443,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,0,0,0,0,0,0,0,2297,2038,3954,59,77,186,59,598,707,1271,19,13,2,0,2358,1043,2099,466,534,117,185
2014-02-26,0,10285,7285,0,0,3000,0,0,7812,7155,181,38,44,394,0,2463,2463,0,0,0,0,576,3619,3121,378,346,350,0
2014-02-27,6643,1857,6113,421,191,1775,0,2203,1991,3882,60,60,187,5,516,567,1019,38,22,1,3,1512,770,1533,184,362,150,53
2014-02-28,7091,1954,6849,283,115,1797,1,2222,2132,4188,41,29,76,20,541,627,1114,31,8,5,10,1536,768,1716,188,238,137,25
2014-03-01,13923,4570,14582,514,436,2749,212,4700,3592,7907,155,93,80,57,1367,1053,2362,38,11,7,2,3340,1565,4127,263,358,87,70
2014-03-02,10635,3004,11016,197,211,2066,149,3676,2250,5557,88,43,207,31,1535,872,2328,47,28,0,4,2930,1167,3414,241,226,144,72
2014-03-03,5532,773,4059,127,249,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,0,0,0,0,0,0,0,1965,1213,2579,98,149,326,26,508,387,798,38,28,27,4,2052,522,1035,493,530,360,156
2014-03-05,6202,518,4617,261,392,1379,71,1601,1007,2038,39,33,407,91,256,297,511,18,17,7,0,949,338,770,187,220,52,58
2014-03-06,5892,535,3754,358,148,2122,45,1052,894,1766,26,51,88,15,261,238,454,21,24,0,0,961,295,657,127,281,167,24
2014-03-07,6419,605,3181,438,301,2847,257,1951,748,2079,218,151,249,2,280,202,400,22,34,21,5,1115,305,779,194,296,140,11
2014-03-08,11943,2842,9313,860,260,4208,144,3550,2373,5593,112,50,157,11,1089,681,1710,36,15,9,0,2949,1235,2968,528,370,185,133
2014-03-09,9148,2022,7850,314,193,2693,120,3708,1855,4186,59,57,1246,15,849,535,1306,29,16,31,2,2658,883,2333,548,387,150,123
2014-03-10,6807,660,3807,173,588,2791,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-11,0,0,0,0,0,0,0,2688,1188,3029,127,260,427,33,450,326,696,10,13,56,1,2071,420,893,571,702,152,173
2014-03-12,7920,713,3615,251,129,4581,57,1841,1016,2080,309,48,362,58,297,225,452,8,23,39,0,842,345,454,293,314,90,36
2014-03-13,8214,988,3417,418,330,4737,300,1406,1123,2248,52,31,145,53,275,250,508,5,5,7,0,1118,392,586,244,506,79,95
2014-03-14,7580,911,5173,313,314,2627,64,1990,1149,2790,115,59,166,9,536,380,872,13,19,12,0,1737,451,1132,346,472,176,62
2014-03-15,14739,3338,11721,376,352,5444,184,4908,3751,8169,113,48,213,116,1508,888,2357,20,15,3,1,3533,1605,3672,483,682,233,68
2014-03-16,13454,3085,10945,827,546,3962,259,4669,3687,7903,171,47,167,68,1723,972,2600,65,12,6,12,3916,1539,3833,548,715,174,185
2014-03-17,8267,984,4707,809,669,2943,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,0,0,0,0,0,0,0,3026,1680,3607,528,92,415,64,789,561,1081,58,49,158,4,2493,659,1115,709,873,298,157
2014-03-19,10109,1228,6986,324,126,3895,6,1809,1589,3075,76,41,163,43,345,283,557,9,47,15,0,1660,470,1212,334,349,114,121
2014-03-20,9424,820,4984,447,385,4348,80,1908,1350,3002,32,43,171,10,289,249,404,33,27,71,3,1264,310,787,232,371,125,59
2014-03-21,10004,1335,6783,394,416,3583,163,2449,1566,3667,80,59,175,34,592,601,1066,56,35,29,7,2215,577,1782,452,426,112,20
2014-03-22,18674,4303,15105,329,512,6924,107,5544,5551,10656,123,102,165,49,2369,1405,3612,29,69,39,25,4604,2095,4943,772,718,97,169
2014-03-23,15990,3106,13679,216,387,4640,174,5091,3362,7601,324,55,378,95,2040,1143,3051,53,49,28,2,4229,1742,4406,734,558,145,128
2014-03-24,9484,2246,7724,66,172,3765,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-25,0,0,0,0,0,0,0,4079,2405,5479,211,93,668,33,771,561,1182,70,53,11,16,2894,846,2073,510,770,205,182
2014-03-26,0,16161,7546,0,0,0,8615,0,13534,12994,204,32,30,274,0,3571,3571,0,0,0,0,732,5203,4246,676,615,398,0
2014-03-27,13313,3003,10712,144,266,5164,30,4005,3524,7140,91,63,192,43,962,873,1708,59,32,33,3,2677,1086,2562,368,572,162,99
2014-03-28,12782,2901,9246,204,233,5804,196,4782,3682,8122,95,24,186,37,996,968,1784,78,71,31,0,3106,1203,2773,505,678,217,136
2014-03-29,15645,2860,11975,316,403,5565,246,5655,4666,9777,116,81,262,85,1744,964,2598,61,38,11,0,4027,1678,3812,702,882,184,125
2014-03-30,18840,3570,17100,233,399,4563,115,7093,5090,11859,84,46,184,10,4945,2056,6872,78,24,25,2,6091,2529,6857,788,773,168,34
2014-03-31,10678,2060,10191,290,461,1533,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,0,0,0,0,0,0,0,3532,1306,3773,144,91,787,43,2680,2070,4570,48,35,80,17,5567,2892,6340,580,855,419,265
2014-04-02,14587,4689,13337,270,132,5393,144,3086,1613,4249,156,76,196,22,2648,2177,4595,117,52,56,5,5139,3229,7268,426,338,187,149
2014-04-03,10209,3657,8830,160,97,4321,458,1034,582,1360,68,29,139,20,837,730,1479,36,16,33,3,3093,1479,3548,290,509,154,71
2014-04-04,10769,2600,9882,88,166,3151,82,1848,1229,2695,124,40,186,32,1673,1762,3265,49,62,59,0,4209,2473,5511,415,511,208,37
2014-04-05,17751,4076,17150,209,210,3713,545,2840,1983,4233,203,55,270,62,3859,2261,5976,54,47,43,0,6967,3614,8966,779,484,183,169
2014-04-06,17929,3955,17222,209,210,4045,198,3115,1869,4499,160,48,196,81,5276,2515,7569,95,62,16,49,7568,3129,8999,877,528,170,123
2014-04-07,12250,5487,10519,258,289,6290,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-08,0,0,0,0,0,0,0,3519,1764,3491,319,31,1376,66,2252,1671,3705,114,20,66,18,5745,4147,7966,964,544,361,57
2014-04-09,15787,7458,16188,192,169,6683,13,1360,1190,2151,116,39,189,55,1506,940,2260,78,10,98,0,3917,1948,4437,704,281,279,164
2014-04-10,14849,7546,15553,164,143,6119,416,1728,1044,2310,116,34,265,47,1379,1404,2677,60,17,8,21,3534,2356,4523,652,444,101,170
2014-04-11,12505,5432,11492,319,124,5798,204,1847,1943,3438,137,34,168,13,1346,2163,3420,18,27,23,21,3787,2417,4970,652,298,165,119
2014-04-12,21352,5094,19584,382,242,6057,181,3177,2452,4997,229,64,242,97,3480,1951,5166,83,24,64,94,6596,2676,7737,560,396,290,289
2014-04-13,19739,3606,15125,192,223,7539,266,3255,1832,4429,219,101,269,69,3817,1860,5490,70,20,79,18,6500,2166,6875,870,647,116,158
2014-04-14,15341,8573,16498,491,257,5967,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-15,0,0,0,0,0,0,0,2613,1728,3192,169,72,818,90,1598,2121,3425,185,23,55,31,5774,3802,6493,1040,764,823,456
2014-04-16,17665,8597,19069,336,175,6625,57,1188,964,1677,148,71,176,80,988,1529,2354,69,14,80,0,3577,2047,3861,691,397,458,217
2014-04-17,14989,11618,19381,392,297,5949,588,1350,838,1790,68,102,191,37,1172,1373,2326,74,10,135,0,4315,2201,4764,796,451,325,180
2014-04-18,17649,7430,16361,378,306,7585,449,2253,2099,3584,197,51,480,40,1120,939,1880,118,25,17,19,3538,1932,3799,780,501,249,141
2014-04-19,21667,3751,14700,450,278,9568,422,3614,2005,4482,290,105,655,87,2339,1376,3542,69,60,31,13,5891,2462,6046,990,784,331,202
2014-04-20,20493,2945,15984,469,349,6450,186,3229,1440,3989,97,85,455,43,3306,1397,4416,149,41,95,2,5640,2146,5976,861,504,296,149
2014-04-21,13162,1808,9674,136,165,4973,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-22,0,0,0,0,0,0,0,2940,2301,3760,153,53,1122,153,1324,1152,2200,95,26,155,0,6627,4134,7144,1050,622,1462,483
2014-04-23,17025,3544,16035,204,357,3700,273,1748,900,2141,163,65,221,58,974,779,1637,56,9,51,0,3391,1873,3778,712,280,336,158
2014-04-24,16041,3827,12338,362,435,6461,272,1575,1169,2316,100,49,209,70,935,723,1568,58,15,17,0,3282,1877,3876,773,286,189,35
2014-04-25,0,14630,9999,0,0,0,4631,2219,1728,3174,157,50,559,7,1107,923,1900,49,5,73,3,3912,1900,4062,783,548,251,168
2014-04-26,20826,5119,18771,382,426,6124,242,3445,2080,4953,154,38,313,67,2531,1461,3880,93,16,3,0,6152,2563,7149,779,299,221,267
2014-04-27,17189,2505,14025,271,52,5151,195,1722,933,2299,156,21,153,26,1127,612,1688,25,15,11,0,3547,924,3100,562,360,228,221
2014-04-28,9779,2612,9028,146,130,3031,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-29,0,0,0,0,0,0,0,2008,1279,2177,154,65,841,50,2674,503,3111,16,4,42,4,3459,2407,3557,975,547,566,221
2014-04-30,71,22599,13666,0,0,0,9004,0,5622,5093,244,26,31,228,1989,3651,5638,0,0,0,2,1413,5158,5089,262,849,272,99
2014-05-01,17931,3318,15677,385,104,4943,140,3058,1648,4115,245,76,230,40,4238,1600,5682,108,27,17,4,6225,1946,6358,1055,323,357,78
2014-05-02,13478,3435,12937,199,93,3428,256,1514,1069,2157,175,66,164,21,3064,1243,4137,116,27,17,10,4408,2264,5008,1170,198,204,92
2014-05-03,24966,23305,43643,412,208,3769,239,4891,3443,7479,295,98,375,87,6034,2118,7884,160,50,48,10,9251,3514,9933,1565,618,546,103
2014-05-04,27646,27278,50331,434,509,3298,352,4959,3172,7334,300,151,302,44,6623,2206,8490,202,65,60,12,10533,4793,12964,1144,824,281,113
2014-05-05,21732,55701,73152,388,356,3409,128,3925,8575,11914,264,108,158,56,3987,8611,12419,115,38,17,9,8484,11896,17030,843,389,2089,29
2014-05-06,16451,9495,20530,179,125,5057,55,4537,3081,6859,248,102,371,38,5972,2300,8049,106,33,79,5,8354,3732,10492,863,391,285,55
2014-05-07,6643,4619,10153,192,49,796,72,1032,816,1443,129,48,188,40,2653,634,3163,50,15,59,0,2224,890,2003,643,189,156,123
2014-05-08,8859,2436,7154,199,122,3683,137,808,1056,1544,102,43,161,14,2523,642,3097,55,8,5,0,2047,887,2007,499,270,134,24
2014-05-09,9600,8127,13355,302,168,3900,2,1310,1192,2062,216,54,152,18,2821,2315,5055,46,18,15,2,3212,1611,3327,956,318,117,105
2014-05-10,17227,13017,26303,445,115,3219,162,3353,2564,5328,262,62,222,43,4368,1518,5755,68,20,34,9,6278,2746,7275,1145,306,207,91
2014-05-11,14323,8781,16081,313,139,6496,75,1778,1493,2734,221,44,241,31,3387,877,4104,91,21,25,23,4861,1732,4951,915,316,233,178
2014-05-12,11372,1374,5725,299,180,6479,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-13,0,0,0,0,0,0,0,2149,1103,2027,273,110,808,34,882,702,1445,95,21,23,0,4399,1168,3391,1147,647,337,45
2014-05-14,14680,2756,7279,127,264,9577,189,1397,1119,2069,167,37,206,37,1008,1026,1859,32,31,112,0,2435,867,2088,594,300,144,176
2014-05-15,14640,4231,9207,250,176,9078,160,1379,1147,2150,76,43,229,28,710,1554,2154,93,10,7,0,2581,982,2529,464,228,207,135
2014-05-16,11400,5271,10199,193,136,6044,99,1388,1845,2803,176,26,206,22,877,1231,2005,38,25,38,2,3235,2315,4379,657,266,183,65
2014-05-17,17123,5374,14649,340,136,7315,57,3247,3097,5825,209,42,205,63,2479,1787,4068,79,16,103,0,5019,2515,6218,649,401,125,141
2014-05-18,16840,3699,12957,147,210,6406,819,2805,2139,4298,267,50,267,62,2261,1364,3307,95,25,191,7,4946,1931,5387,822,395,176,97
2014-05-19,11220,1666,5863,313,268,6100,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-20,0,0,0,0,0,0,0,1847,939,1835,163,83,653,52,722,1419,2021,76,28,9,7,4439,2389,5119,516,465,533,195
2014-05-21,14505,2402,7092,194,174,9157,290,1384,1388,2432,145,48,129,18,610,612,1111,59,8,35,9,2716,1230,2865,646,242,125,68
2014-05-22,12380,2003,9746,159,194,4154,130,1277,866,1804,124,50,130,35,632,532,1074,45,14,10,21,3097,980,2873,436,554,131,83
2014-05-23,11425,3192,7511,184,170,6473,279,1628,1110,2028,89,34,550,37,719,561,1154,49,6,69,2,2581,1263,2871,472,286,174,41
2014-05-24,16918,5039,14330,237,130,6975,285,3182,2636,5072,224,49,410,63,1818,1234,2873,55,23,78,23,4517,2102,5301,609,347,237,125
2014-05-25,13828,2398,12062,267,166,3636,95,1950,1370,2607,180,71,430,32,1108,719,1673,76,12,44,22,3760,1497,3963,595,306,247,146
2014-05-26,11501,1306,10199,368,181,1929,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-27,0,0,0,0,0,0,0,2139,982,1979,170,49,876,47,774,757,1352,101,38,20,20,4044,1503,3455,932,447,586,127
2014-05-28,0,14553,8408,0,0,0,6145,0,4201,3701,172,27,47,254,0,2821,2821,0,0,0,0,1009,4743,4212,943,294,282,21
2014-05-29,12894,2542,10057,253,124,4817,185,1128,774,1504,84,46,245,23,536,473,903,33,18,46,9,2249,1010,2027,776,256,155,45
2014-05-30,10839,3531,10385,202,142,3521,120,1185,1081,1827,154,65,180,40,467,1049,1419,40,13,41,3,2441,1150,2218,716,324,231,102
2014-05-31,15412,2885,12263,401,202,5239,192,2261,2130,3872,176,43,271,29,1004,847,1735,62,15,15,24,3701,1384,3450,902,412,238,83
2014-06-01,15060,2734,9970,254,80,7217,273,1881,1318,2647,148,74,291,39,1139,751,1758,37,11,83,1,4074,1298,3924,771,350,244,83
2014-06-02,7599,1314,4650,108,89,3977,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-03,0,0,0,0,0,0,0,970,926,1260,68,70,486,12,222,492,659,44,4,7,0,1708,945,1403,445,341,277,187
2014-06-04,15189,3410,11273,390,131,6545,260,2146,1607,3316,199,56,154,28,1666,1044,2567,47,17,79,0,4079,1969,5081,506,184,193,84
2014-06-05,12130,3174,7673,221,173,7056,181,1653,1531,2833,75,52,168,56,830,778,1546,43,8,11,0,3302,1383,3629,383,257,335,81
2014-06-06,19291,6730,18988,56,39,6773,165,3515,2363,5314,189,53,277,45,2606,1594,4071,85,7,37,0,5620,2618,7173,621,243,133,68
2014-06-07,18200,4833,16102,186,119,6524,102,3202,2169,4877,121,42,295,36,2071,1216,3210,48,9,20,0,5326,2165,6244,464,401,280,102
2014-06-08,12302,2103,11895,224,165,2049,72,2013,1356,2902,171,43,211,42,1524,947,2346,85,11,29,0,4005,1317,4249,514,317,150,92
2014-06-09,7747,839,6664,223,162,1423,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-10,0,0,0,0,0,0,0,1525,666,1265,89,56,774,7,518,364,738,75,7,36,26,3018,999,2587,452,361,413,204
2014-06-11,12293,1150,9429,308,88,3583,35,822,667,1176,68,27,182,36,374,337,671,23,10,6,1,1816,482,1255,543,276,119,105
2014-06-12,12467,1592,11896,195,152,1784,32,1052,813,1552,130,69,83,31,452,553,951,41,5,6,2,2356,533,1824,598,257,119,91
2014-06-13,10707,2271,9255,535,176,2829,183,1128,849,1608,125,61,169,14,418,1504,1796,65,7,42,12,2357,1453,2873,559,211,113,54
2014-06-14,16214,2744,14624,327,269,3595,143,2506,2178,4180,174,72,231,27,1337,864,2109,71,6,13,2,4294,1436,3795,1127,508,201,99
2014-06-15,15107,2929,12212,240,194,5249,141,2019,1499,2815,236,69,360,38,1255,642,1819,56,5,15,2,3897,1000,3290,724,428,272,183
2014-06-16,12483,1207,5303,259,267,7743,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-17,0,0,0,0,0,0,0,1777,787,1662,119,85,684,14,581,531,1011,47,7,47,0,4317,939,2519,1042,516,584,595
2014-06-18,16418,1767,8660,206,109,9069,141,998,787,1455,116,48,155,11,369,578,869,29,7,37,5,2032,507,1201,733,273,209,123
2014-06-19,13322,1229,6058,198,132,8124,39,1228,847,1701,125,33,144,72,515,385,821,32,13,27,7,2057,921,1772,772,317,62,55
2014-06-20,13037,1434,8241,238,187,5602,203,1407,1102,2256,71,24,142,16,489,494,935,34,5,6,3,2424,657,1850,590,279,186,176
2014-06-21,16988,2929,11407,254,72,8073,111,2132,1588,3255,147,47,207,64,1234,814,1926,60,16,44,2,3765,1315,3439,969,426,202,44
2014-06-22,14947,2299,14748,233,157,1935,173,1872,1134,2405,153,68,341,39,1037,707,1692,33,7,12,0,3802,1010,3224,805,355,263,165
2014-06-23,9041,778,5291,179,175,4083,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
