ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2013-02-12,0,0,0,0,0,0,0,2081,503,1469,92,108,893,22,366,236,532,21,37,10,2,2196,363,974,319,421,831,14
2013-02-13,10511,610,4204,182,73,6656,6,1108,302,949,53,27,365,16,335,260,542,21,9,23,0,1322,302,646,206,336,400,36
2013-02-14,10519,926,4465,28,88,6863,1,1396,407,1262,58,53,426,4,365,446,771,4,24,4,8,1534,481,1022,237,449,288,19
2013-02-15,9097,684,3925,167,184,5465,40,1348,450,1246,47,63,423,19,291,233,472,17,28,5,2,1408,357,805,269,452,222,17
2013-02-16,12567,1752,7147,236,247,6669,20,2923,1343,3616,186,64,382,18,792,444,1163,20,30,12,11,2666,637,2144,261,571,290,37
2013-02-17,11404,1482,7155,232,192,5281,26,2350,868,2701,126,50,340,1,881,412,1224,19,47,3,0,2515,831,2076,363,662,236,9
2013-02-18,8369,991,5165,96,198,3900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-19,0,0,0,0,0,0,0,1743,569,1628,110,170,394,10,442,301,651,22,61,4,5,2436,561,1307,338,952,379,21
2013-02-20,7729,903,5006,81,144,3401,0,959,640,1452,53,59,31,4,338,234,514,18,39,0,1,1372,346,740,162,721,91,4
2013-02-21,7439,1786,5925,147,304,2844,5,1275,526,1541,72,50,138,0,399,346,702,13,17,13,0,1469,508,1069,255,499,110,44
2013-02-22,6043,1026,4322,143,384,2216,4,1199,635,1682,36,27,80,9,419,303,701,12,9,0,0,1465,453,1168,209,351,180,10
2013-02-23,8909,1763,7315,261,665,2381,50,2763,1186,3350,140,94,363,2,598,372,931,19,20,0,0,2916,818,2569,350,626,185,4
2013-02-24,9728,2005,8638,254,368,2465,8,2640,1154,3515,56,34,188,1,1084,524,1481,30,95,2,0,3355,941,2899,284,825,263,25
2013-02-25,0,11369,11369,0,0,0,0,0,1955,1660,67,55,43,130,0,0,0,0,0,0,0,252,2120,1954,166,183,61,8
2013-02-26,0,0,0,0,0,0,0,1984,727,1640,110,161,327,473,482,334,718,14,78,4,2,2574,692,1489,266,1328,177,6
2013-02-27,6806,1438,5355,107,428,2351,3,1699,990,2514,61,47,64,3,781,593,1284,15,53,0,22,1761,584,1525,176,505,137,2
2013-02-28,6903,1874,5554,188,830,2189,16,1910,1051,2720,55,72,114,0,687,552,1174,12,40,3,10,2057,697,1702,240,710,78,24
2013-03-01,13234,3639,13390,285,292,2886,20,3614,1369,4714,70,38,160,1,1189,540,1650,24,47,0,8,3698,1254,3841,228,724,136,23
2013-03-02,11699,3174,12849,140,220,1662,2,3443,1545,4616,96,43,222,11,1380,762,2103,24,9,6,0,3631,1312,3812,248,587,234,62
2013-03-03,8755,1420,7018,341,391,2420,5,1922,708,2406,104,64,56,0,972,487,1378,13,55,3,10,2746,768,2363,352,548,242,9
2013-03-04,4576,276,2180,222,558,1863,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0
2013-03-05,0,0,0,0,0,0,0,1400,337,1326,110,129,172,0,593,358,796,80,66,9,0,1978,355,868,278,861,303,23
2013-03-06,5222,313,3052,226,634,1612,11,1338,332,1312,67,140,151,0,590,339,866,14,23,0,26,1282,294,757,121,520,174,4
2013-03-07,4319,865,2482,196,465,2036,5,1053,331,988,224,54,100,18,329,187,503,7,6,0,0,1141,240,466,220,595,96,4
2013-03-08,7122,386,3201,292,617,3398,0,1254,385,1329,41,87,179,3,579,415,928,6,42,8,10,1837,344,1069,223,730,148,11
2013-03-09,13717,2350,12091,476,396,3094,10,4789,2139,6613,102,75,125,13,2106,936,2992,37,8,5,0,4287,1408,4323,392,692,221,67
2013-03-10,9516,1467,6679,518,636,3115,35,1996,919,2602,88,107,112,6,979,370,1219,65,60,3,2,2965,768,2364,347,774,242,6
2013-03-11,6397,376,3370,281,825,2269,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-12,0,0,0,0,0,0,0,1835,456,1403,60,352,465,11,452,256,507,51,139,11,0,3394,325,853,334,1215,1289,28
2013-03-13,5338,718,2676,382,513,2479,6,1509,291,1096,619,40,40,5,258,204,389,18,54,0,1,1217,288,684,169,461,191,0
2013-03-14,6048,511,3155,203,590,2611,0,1403,374,1511,31,52,183,0,595,311,785,12,107,2,0,1644,325,858,209,731,164,7
2013-03-15,6094,698,4237,69,354,2132,0,1515,395,1641,62,74,128,5,736,354,989,25,69,6,1,1883,414,1089,270,750,165,23
2013-03-16,14033,2444,11457,618,603,3772,27,5076,1553,6282,109,64,164,10,1798,868,2577,36,52,0,1,4325,1280,3708,694,829,321,53
2013-03-17,12734,1885,9125,385,635,4444,30,3437,1323,4559,73,37,78,13,1717,764,2297,70,100,14,0,3720,1136,3228,453,894,251,30
2013-03-18,7526,592,3658,375,753,3327,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-19,0,0,0,0,0,0,0,2145,451,1473,190,388,534,11,630,349,837,21,91,27,3,3095,520,1269,488,1277,556,25
2013-03-20,7916,967,4099,182,447,4147,8,702,240,784,39,34,22,63,219,387,575,18,13,0,0,1267,225,477,260,512,232,11
2013-03-21,8505,474,3560,246,286,4881,6,1255,277,1227,107,33,129,36,327,279,555,37,14,0,0,1812,287,681,444,766,186,22
2013-03-22,7526,732,3764,207,322,3891,74,1118,345,1209,69,60,124,1,557,339,654,50,165,22,5,2237,402,936,521,929,216,37
2013-03-23,15010,2561,11816,277,461,4960,57,5039,2459,6594,184,98,106,516,1711,859,2463,45,58,4,0,4515,1546,4188,708,975,161,29
2013-03-24,13365,2159,10701,326,389,4095,13,4150,1518,5001,217,121,298,31,1633,699,2249,31,39,13,0,4376,1153,3360,927,1083,124,35
2013-03-25,9313,1722,4761,300,786,5186,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-26,0,0,0,0,0,0,0,2198,553,1736,165,292,548,10,709,577,1024,73,131,58,0,3462,830,1280,919,1744,330,19
2013-03-27,10464,2769,6770,190,756,5470,47,1812,750,2165,117,105,171,4,801,492,1144,43,95,9,2,2857,829,1682,715,1040,207,42
2013-03-28,10012,2598,7090,516,384,4524,96,1458,461,1595,111,92,121,0,512,603,996,27,85,3,4,3006,764,1271,688,1484,277,50
2013-03-29,10110,2174,5618,854,1237,4185,390,1744,750,2082,134,137,120,21,818,1039,1653,50,133,21,0,3062,644,1475,623,1360,211,37
2013-03-30,14944,2482,10298,301,500,6140,187,3816,1655,5064,94,85,210,18,1119,612,1621,56,44,10,0,3973,1360,3569,609,897,247,11
2013-03-31,14429,2029,10815,734,779,3983,147,4866,2017,6390,146,153,193,1,2068,726,2639,68,72,15,0,4529,1018,3569,607,1037,295,39
2013-04-01,9762,1505,5525,664,1194,3849,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-02,0,0,0,0,0,0,0,1497,349,1013,107,244,455,27,333,132,284,31,130,20,0,2709,955,1426,666,990,574,8
2013-04-03,11513,5421,9447,404,523,6044,516,1911,857,2387,85,82,205,9,766,1198,1835,58,48,23,0,3389,1204,2663,711,650,551,18
2013-04-04,9456,4102,8311,395,245,4237,370,2177,893,2679,109,72,210,0,957,830,1667,35,82,3,0,2933,802,1727,672,795,529,12
2013-04-05,10310,2358,6751,604,372,4899,42,2264,716,2555,115,99,211,0,1028,1218,2033,67,121,9,16,3517,1039,2489,728,832,488,19
2013-04-06,7698,837,3685,495,311,4027,17,1831,761,2390,48,22,116,16,372,299,618,26,23,4,0,2098,475,1267,445,561,282,18
2013-04-07,15270,1715,10126,282,137,6404,36,4638,1732,5862,90,84,324,10,1639,711,2233,69,39,9,0,3744,952,2971,737,529,336,123
2013-04-08,9776,3246,6021,550,289,6157,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-09,0,0,0,0,0,0,0,2137,1027,2162,202,175,594,31,636,787,1251,48,76,48,0,3024,2351,3507,568,778,513,9
2013-04-10,8425,4994,9049,220,173,3968,9,1313,449,1467,72,38,185,0,315,406,646,41,23,11,0,1699,1350,1963,341,516,184,45
2013-04-11,10665,6649,9712,117,209,7113,163,1187,757,1606,73,107,158,0,445,483,877,27,22,2,0,1987,593,1334,376,510,298,62
2013-04-12,9036,3963,8021,83,190,4652,53,2820,1946,4299,114,68,248,37,906,1677,2425,55,91,12,0,3007,1469,2836,476,830,327,7
2013-04-13,19089,4051,16194,306,292,6346,2,7262,3255,10207,103,40,158,9,4637,1732,6257,45,36,31,0,7079,2518,7730,690,828,299,50
2013-04-14,13263,1801,11223,377,266,3166,32,5361,1939,6738,143,73,341,5,2741,1014,3587,54,47,47,20,4498,1311,4161,613,679,344,12
2013-04-15,9874,6064,11372,505,368,3652,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-16,0,0,0,0,0,0,0,3514,2102,4571,138,191,707,9,1486,1375,2630,99,102,24,6,4308,4692,6532,806,1222,433,7
2013-04-17,11270,9918,17381,498,407,2819,83,2879,1830,4412,125,72,98,2,1928,1028,2840,73,23,15,5,3356,2269,4267,526,621,188,23
2013-04-18,9511,13084,18147,335,447,3522,144,2665,1451,3767,77,96,174,2,1698,1301,2893,76,13,17,0,3389,2661,4750,349,726,200,25
2013-04-19,9923,8856,15378,395,210,2793,3,4313,1668,5554,124,66,222,15,1899,1893,3566,58,159,9,0,3754,2115,4490,500,536,283,60
2013-04-20,10108,1975,7646,397,419,3589,32,2551,2193,4444,114,48,135,3,1024,586,1540,27,13,27,3,3395,1223,3381,477,584,130,46
2013-04-21,15871,2583,13096,267,316,4747,28,5392,4151,8954,175,206,208,0,5167,1830,6815,113,45,24,0,6191,2033,6339,837,773,265,10
2013-04-22,9783,6297,11102,272,232,4467,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,0,0,0,0
2013-04-23,0,0,0,0,0,0,0,1448,2299,2676,110,165,637,159,674,1070,1691,13,40,0,0,3205,3094,4348,403,1208,337,3
2013-04-24,11985,11761,16587,164,348,6621,26,1822,660,2188,106,63,121,4,1367,1196,2510,25,20,8,0,3032,2163,4085,374,483,249,4
2013-04-25,6678,10277,12219,164,213,3951,408,814,565,1076,91,30,182,0,439,660,1076,15,6,2,0,1938,1787,2834,203,576,110,2
2013-04-26,9461,7643,12683,222,173,3988,38,2001,1048,2561,119,73,278,18,1300,922,2177,23,12,10,0,3863,1919,4591,661,378,150,2
2013-04-27,16172,3461,14701,230,243,4440,19,4263,1813,5770,156,84,62,4,3527,1652,5123,49,7,0,0,6587,2342,7450,669,528,266,16
2013-04-28,13719,2138,11552,335,420,3477,73,3148,1208,3861,96,72,327,0,2803,1138,3900,20,14,7,0,6021,1665,5763,783,772,341,27
2013-04-29,8219,4589,10114,266,280,2146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,0,0,0,0,0,0,0,2493,1544,3203,242,125,466,1,1377,1110,2336,61,47,22,21,5047,5413,8454,904,671,411,20
2013-05-01,14527,9104,18186,480,470,4413,82,2298,2204,4089,210,90,87,26,9753,2623,12261,56,31,28,0,6221,2236,6912,900,465,155,25
2013-05-02,7293,7132,10838,134,150,3280,23,1322,942,1849,149,61,192,13,8846,1615,10352,45,58,4,2,3186,1909,3625,727,533,205,5
2013-05-03,8768,5722,10521,229,172,3566,2,1792,2099,3597,102,73,93,26,12657,3781,16320,43,65,8,2,4293,1134,3458,839,772,311,47
2013-05-04,0,25105,25105,0,0,0,0,0,11339,10462,314,213,126,224,0,0,0,0,0,0,0,2031,12127,10886,1087,1840,343,2
2013-05-05,9590,8471,15800,77,330,1835,19,2914,3642,6051,193,134,152,26,15123,2527,17490,84,54,22,0,5982,4053,8133,749,873,247,33
2013-05-06,6092,4741,8293,237,259,2020,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-07,0,0,0,0,0,0,0,1802,1467,2898,135,74,150,12,1057,672,1625,65,37,2,0,3469,2075,4296,531,428,287,2
2013-05-08,6226,10808,14490,202,205,2129,8,1534,1786,3045,84,42,82,67,967,1739,2646,32,28,0,0,2251,1336,2930,356,202,94,5
2013-05-09,4991,7780,11010,131,78,1552,0,1201,1332,2339,91,34,69,0,621,2403,2991,23,5,0,5,2424,2144,3651,412,423,74,8
2013-05-10,5052,5623,7958,229,182,2304,2,1054,736,1595,77,38,65,15,510,995,1486,12,7,0,0,2190,1478,2975,245,353,95,0
2013-05-11,14493,4352,14905,345,324,3184,87,4301,2124,6062,149,55,130,29,3079,1964,4977,45,13,8,0,5775,2381,7005,561,426,163,1
2013-05-12,12000,4457,14407,234,134,1680,2,3063,1766,4510,123,58,101,37,2515,1180,3599,65,29,2,0,4902,1467,5279,524,398,168,0
2013-05-13,6790,3450,7469,300,369,2083,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-14,0,0,0,0,0,0,0,1883,1343,2785,101,97,234,9,959,1599,2507,24,24,3,0,3843,3689,6404,533,398,172,25
2013-05-15,7047,10071,15620,138,162,1191,7,1194,1153,2118,120,40,51,18,956,2514,3451,15,4,0,0,2633,1512,3190,367,361,227,0
2013-05-16,5730,8130,11930,151,288,1479,12,1461,1810,2988,113,41,111,18,964,3351,4212,12,10,11,70,2869,2065,4229,301,200,192,12
2013-05-17,18038,7064,22186,300,442,2172,2,5478,3087,8308,133,46,68,10,4126,1769,5779,85,29,2,0,7196,2712,8443,629,607,219,10
2013-05-18,18001,8089,25084,120,190,688,8,4084,2356,6158,128,48,82,24,3320,1631,4922,22,0,4,3,6342,2541,7627,663,363,230,0
2013-05-19,9099,2186,8825,285,139,1948,88,3238,1766,4596,187,37,155,29,1760,841,2573,10,16,2,0,3850,1268,4322,442,306,42,6
2013-05-20,6239,4112,7507,257,365,2217,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-21,0,0,0,0,0,0,0,2186,1319,2764,120,146,462,13,972,1649,2479,100,42,0,0,3600,2742,4973,552,613,157,47
2013-05-22,18623,13580,28190,344,199,3341,129,1347,802,1794,64,63,212,16,844,2210,2957,28,25,44,0,2618,1333,3122,343,320,156,10
2013-05-23,43556,14725,54441,282,113,3281,164,1400,1474,2604,120,48,102,0,734,1267,1936,27,17,21,0,2611,2213,3804,412,451,119,38
2013-05-24,42853,10480,49207,342,250,3213,321,2037,1496,3279,102,45,94,13,908,1867,2657,55,56,6,1,3133,1291,3272,607,372,148,25
2013-05-25,56942,9563,61565,304,113,4496,27,4037,2714,6256,148,83,221,43,1828,1236,2930,42,36,8,48,5017,2330,5522,734,591,312,188
2013-05-26,44791,7512,48902,501,132,2767,1,3364,1603,4464,326,74,94,9,1888,1001,2826,34,16,13,0,4694,1441,4696,722,466,203,48
2013-05-27,4950,1654,3718,125,196,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-28,0,0,0,0,0,0,0,1427,749,1479,69,91,526,11,467,644,1053,24,34,0,0,2298,2136,3381,304,633,102,14
2013-05-29,9239,5992,9450,268,291,5178,44,818,1026,1558,77,40,147,22,360,1782,2064,45,26,7,0,2689,1764,3697,367,324,61,4
2013-05-30,8321,4515,9046,309,206,3264,11,1719,1246,2499,144,92,213,17,877,1101,1920,23,27,8,0,2879,1170,2694,576,554,177,48
2013-05-31,7180,4009,7626,434,250,2836,43,1747,1454,2854,120,69,127,31,849,838,1622,25,32,8,0,3073,1440,3634,422,377,49,31
2013-06-01,13618,3432,12608,663,468,3293,18,3785,2127,5614,184,81,31,2,2093,1334,3362,48,12,5,0,4464,1569,5058,504,333,98,40
2013-06-02,11868,3837,11594,383,197,3525,6,2716,1444,3844,181,44,91,0,1815,896,2640,57,6,2,6,4582,1237,4342,783,402,287,5
2013-06-03,6893,3117,7634,229,199,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-04,0,0,0,0,0,0,0,1655,1147,2155,186,120,318,23,741,990,1609,46,49,27,0,3391,3394,4670,1014,903,175,23
2013-06-05,5863,3546,6645,260,104,2358,42,1100,934,1828,72,24,91,19,526,1028,1505,38,9,2,0,2138,516,1928,463,181,74,8
2013-06-06,14112,3704,13087,223,183,4149,174,3375,1853,4980,98,51,87,12,8362,6428,14729,25,30,6,0,10946,6924,16810,639,284,98,39
2013-06-07,8249,2663,8237,225,235,2210,5,1502,1148,2369,81,36,145,19,796,830,1571,20,34,1,0,3551,1195,3184,573,883,66,40
2013-06-08,12478,3007,12291,140,178,2839,37,2552,1842,3992,209,82,83,28,1301,876,2118,27,10,22,0,4014,1568,4068,681,595,190,48
2013-06-09,9252,2425,8530,259,251,2631,6,1928,1061,2599,143,49,181,17,973,601,1511,26,29,8,0,3619,888,3264,638,389,191,25
2013-06-10,7130,1670,5501,413,444,2427,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-11,0,0,0,0,0,0,0,1483,796,1632,107,108,422,10,574,842,1282,63,37,34,0,3115,1828,3444,590,489,409,11
2013-06-12,9024,2241,8984,336,269,1668,8,666,511,985,77,10,99,6,423,326,701,31,7,10,0,1642,609,1342,361,312,196,40
2013-06-13,11301,3049,10194,457,405,3229,65,1713,923,2323,83,92,138,0,522,1173,1616,35,10,24,10,2576,902,2093,604,385,372,24
2013-06-14,8009,2343,5363,284,391,4300,14,1268,1032,1956,95,70,175,4,448,837,1188,67,23,7,0,2479,1058,2290,602,438,169,38
2013-06-15,12280,3894,12431,313,191,3192,47,2504,1824,3927,148,63,163,27,1097,738,1755,56,6,0,18,4254,1357,3973,674,688,267,9
2013-06-16,10929,3407,10683,225,64,3338,26,2096,1110,2616,153,77,271,89,1126,607,1673,26,8,24,2,3830,950,3021,762,649,289,59
2013-06-17,9193,1175,5404,197,353,4412,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-18,0,0,0,0,0,0,0,991,346,830,92,149,266,0,426,194,533,47,38,2,0,2022,454,1250,390,546,288,2
2013-06-19,9241,1123,5006,128,194,5034,2,1253,511,1425,118,42,162,17,500,933,1402,15,16,0,0,2044,899,1627,628,508,115,65
2013-06-20,8371,1517,5159,94,89,4546,0,1195,736,1568,86,54,223,0,454,388,746,43,36,13,4,1916,508,1351,437,376,244,16
2013-06-21,8761,1740,5342,209,317,4632,1,1077,641,1421,95,39,151,12,571,772,1243,79,21,0,0,2251,627,1646,548,497,182,5
2013-06-22,13707,2225,9772,208,328,5564,60,2421,1459,3471,185,54,155,15,1284,801,1989,71,20,5,0,3966,1012,3268,963,515,210,22
2013-06-23,11902,1444,8242,351,289,4455,9,2192,1061,2776,218,95,134,30,1169,623,1676,82,27,7,0,4336,884,3398,910,522,345,45
2013-06-24,8234,645,4412,456,367,3558,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-25,0,0,0,0,0,0,0,2055,737,1883,128,166,615,0,608,497,1013,42,37,13,0,4084,1165,2166,904,626,1528,25
2013-06-26,10895,1098,6241,235,238,5275,4,1191,660,1630,120,50,44,7,625,312,869,39,21,6,2,2368,445,1203,624,873,102,11
