ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2011-04-15,11755,1579,8375,531,591,3719,118,2048,658,2332,158,115,101,0,1273,837,2067,39,4,0,0,3052,770,2394,338,1051,36,3
2011-04-16,14664,4627,13759,1107,1292,2990,143,5695,1763,6828,192,174,264,0,6082,1261,7291,31,21,0,0,6619,1604,6807,471,849,75,21
2011-04-17,12940,2924,11934,568,641,2705,16,4123,1520,5101,140,115,273,14,5722,933,6537,67,41,10,0,6250,1726,6157,472,1213,111,23
2011-04-18,10624,1151,8610,542,1002,1587,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-19,0,0,0,0,0,0,0,4055,1425,4288,257,293,642,0,1652,706,2250,49,56,3,0,5942,1295,5672,307,1223,22,13
2011-04-20,15849,2516,14897,426,904,2132,6,2837,1099,3526,178,109,123,0,1484,745,2152,72,4,1,0,3170,1053,3000,337,718,142,26
2011-04-21,17885,1671,15741,484,566,2756,9,2075,906,2583,118,103,148,29,1910,694,2482,56,51,15,0,4425,1261,4504,277,760,102,43
2011-04-22,9075,798,7876,327,735,935,0,519,204,567,56,56,44,0,603,226,787,20,16,6,0,1560,303,1069,91,602,73,28
2011-04-23,12571,6160,13011,998,1311,3395,16,2980,1841,4105,262,124,325,5,2486,624,2996,78,26,10,0,5897,1474,6191,435,654,78,13
2011-04-24,10892,2203,9313,730,736,2250,66,2801,855,3003,273,78,301,1,3018,619,3567,42,13,15,0,4898,943,4508,361,874,96,2
2011-04-25,11083,1447,9214,562,944,1786,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-26,0,0,0,0,0,0,0,2194,756,2666,85,96,103,0,580,360,924,11,5,0,0,5409,1221,5119,392,868,37,214
2011-04-27,13232,1677,11998,306,621,1733,251,1084,663,1461,93,72,121,0,1634,549,2171,9,2,0,1,3341,45,2424,162,700,78,22
2011-04-28,13982,1434,13364,280,427,1345,0,1900,947,2602,76,67,102,0,3177,818,3930,37,28,0,0,4293,774,4118,285,613,51,0
2011-04-29,11260,1922,9993,639,754,1744,52,2032,875,2525,165,117,100,0,3780,599,4321,23,23,12,0,3374,1089,3071,305,981,80,26
2011-04-30,4735,775,2957,320,532,1690,11,888,598,1325,72,39,50,0,757,191,878,10,59,1,0,1852,283,1186,105,750,85,9
2011-05-01,10042,1739,7926,622,1220,1984,29,2130,874,2576,164,127,137,0,3716,0,3566,78,61,11,0,4453,936,3551,589,1085,143,21
2011-05-02,11234,1455,9156,493,1558,1472,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-03,0,0,0,0,0,0,0,3669,1027,3892,211,410,183,0,1783,624,2192,96,94,8,17,7012,1377,6754,388,1158,56,33
2011-05-04,8270,1653,7735,313,732,1118,25,1785,834,2166,102,194,157,0,1850,0,1797,39,12,2,0,3985,829,3720,152,839,87,16
2011-05-05,11639,25899,31747,1081,1790,2851,69,4668,6373,10481,259,179,122,0,3958,6439,10281,42,66,8,0,6134,4172,8479,469,1294,62,2
2011-05-06,8912,744,7822,467,700,642,25,2127,672,2551,101,79,68,0,2912,303,3134,24,53,4,0,3174,632,2947,165,614,77,3
2011-05-07,11060,2417,10680,526,440,1764,67,3821,1280,4623,194,144,140,0,3075,359,3369,42,23,0,0,4617,1086,4844,284,499,69,7
2011-05-08,11572,2341,11709,387,348,1459,10,3509,1915,4937,209,119,135,24,3555,1030,4506,64,12,3,0,5336,1736,6291,238,440,97,6
2011-05-09,6439,1058,5874,351,320,944,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-10,3856,1536,4316,156,172,742,6,1999,794,2222,150,214,207,0,1140,223,1338,16,9,0,0,3361,575,2802,183,920,31,0
2011-05-11,7618,801,6512,149,342,1179,237,910,681,1394,52,72,73,0,971,410,1338,11,32,0,0,2378,744,2203,160,441,17,301
2011-05-12,10721,1257,9988,394,536,1026,34,1999,958,2739,53,100,65,0,716,426,1095,14,33,0,0,2932,757,2836,205,620,24,4
2011-05-13,8515,1226,7748,162,483,1204,144,3117,860,3593,200,102,82,0,2040,450,2433,44,10,3,0,3161,907,3244,207,591,19,7
2011-05-14,11856,28163,36331,450,1236,1990,12,3689,3136,6294,222,118,191,0,2655,1135,3747,29,13,1,0,5979,1297,5794,348,1054,61,19
2011-05-15,13855,2768,12595,459,631,2906,32,4632,1993,6122,168,138,165,32,3554,968,4494,14,14,0,0,5873,1354,5201,411,1414,139,62
2011-05-16,8931,1320,7658,156,831,1536,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-17,0,0,0,0,0,0,0,2856,1379,3566,155,335,179,0,1607,563,2131,6,32,1,0,6111,1144,5547,382,1232,63,31
2011-05-18,15874,2887,15875,300,635,1798,153,1867,1021,2499,148,125,116,0,1908,751,2621,20,12,6,0,2899,926,2730,234,817,42,2
2011-05-19,19362,2729,19154,420,545,1505,467,1389,875,2010,80,56,118,0,1309,505,1708,35,63,8,0,3396,862,3245,250,690,17,56
2011-05-20,12478,2011,11719,293,718,1304,455,912,531,1236,59,126,22,0,1193,186,1372,1,6,0,0,2473,440,2078,170,575,33,57
2011-05-21,21362,3276,20375,485,673,1665,1440,2708,1005,3378,132,100,103,0,1897,364,2230,8,21,2,0,4689,912,4441,236,855,67,2
2011-05-22,33199,6773,37698,299,702,1273,0,3424,1527,4340,283,179,149,0,3371,612,3941,30,9,3,0,6260,1359,6356,342,883,31,7
2011-05-23,8248,1553,6896,507,690,1653,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-24,0,0,0,0,0,0,0,2303,1538,3140,259,319,123,0,1583,703,2189,80,12,5,0,5990,50,3766,429,1363,98,384
2011-05-25,12277,1545,11443,368,582,1425,4,1405,838,1863,180,80,103,17,952,611,1454,52,46,9,2,3036,818,2775,438,530,95,16
2011-05-26,12110,1267,10510,540,616,1656,55,1287,539,1478,138,104,106,0,643,497,1028,64,21,27,0,3059,967,2698,360,955,10,3
2011-05-27,10287,1907,8555,579,826,2219,15,2047,1238,2802,168,114,175,26,1657,613,2213,23,28,6,0,3282,1039,3329,344,641,7,0
2011-05-28,13735,11972,18409,1275,1999,3969,55,2988,3677,6137,247,153,114,14,7514,612,8094,23,2,7,0,13610,1385,13664,360,929,29,13
2011-05-29,12926,1856,11818,562,742,1660,0,2816,1213,3405,273,150,201,0,2379,520,2786,69,34,10,0,5678,1447,5470,309,1296,44,6
2011-05-30,8560,1476,7779,183,650,1375,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,0,0,0,0,0,0,0,1546,719,1692,150,223,195,5,733,442,1088,25,42,20,0,4095,1109,3390,151,1599,56,8
2011-06-01,7962,1537,7072,255,1118,1002,52,942,745,1489,69,67,55,7,489,301,709,20,56,5,0,2760,479,2268,168,761,39,3
2011-06-02,10331,1177,9418,209,427,1328,126,1453,1186,2350,76,105,104,4,994,468,1373,38,43,8,0,2926,944,3032,209,599,13,17
2011-06-03,7472,1670,6980,254,543,1326,39,1603,631,1827,184,125,98,0,1738,536,2204,36,34,0,0,2998,746,2643,258,782,57,4
2011-06-04,13823,2390,12926,387,1225,1664,11,4235,1289,4831,256,158,279,0,2878,410,3222,56,8,2,0,5645,1024,5561,366,694,33,15
2011-06-05,20386,4223,20485,406,786,2912,20,4837,1754,5884,247,191,258,11,3906,878,4630,94,58,2,0,7062,1572,7607,254,708,57,8
2011-06-06,15837,2881,15233,279,1266,1933,7,3340,2061,5091,117,87,106,0,3077,747,3784,31,9,0,0,4622,1220,5428,219,162,31,2
2011-06-07,0,0,0,0,0,0,0,1353,1062,1955,120,172,168,0,756,552,1224,16,65,3,0,3477,873,3035,191,1096,21,7
2011-06-08,6568,1167,5390,195,408,1462,280,1006,921,1645,99,57,122,4,500,394,826,18,44,6,0,3249,602,2696,148,860,83,64
2011-06-09,7000,953,6290,240,261,1162,0,905,794,1502,85,61,51,0,542,426,901,11,36,20,0,1975,696,1465,197,908,79,22
2011-06-10,7657,1450,7329,243,577,929,29,1457,749,1811,84,124,187,0,853,445,1277,21,0,0,0,2372,602,1700,271,975,28,0
2011-06-11,0,15038,15038,0,0,0,0,3521,3349,6337,269,165,99,0,1536,689,2108,53,64,0,0,5518,884,4892,431,1035,44,0
2011-06-12,10521,1964,10248,282,729,1203,23,3032,1107,3705,230,113,91,0,1727,659,2281,40,53,12,0,4958,968,4018,334,1468,46,60
2011-06-13,6063,1126,4422,260,779,1709,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-14,0,0,0,0,0,0,0,1748,943,2066,157,138,330,0,787,441,1040,52,126,10,0,3508,789,2342,447,1481,27,0
2011-06-15,6349,1953,5198,191,580,2212,121,1684,898,2357,79,68,78,0,475,470,893,14,32,6,0,2474,502,1867,244,770,80,15
2011-06-16,5627,1510,5076,179,374,1508,0,1756,1067,2538,78,99,108,0,511,538,917,35,92,5,0,2546,540,1566,356,1046,54,64
2011-06-17,5648,1032,3895,346,942,1486,11,1297,624,1709,88,75,49,0,641,608,1169,14,52,14,0,2504,544,2047,172,769,60,0
2011-06-18,10669,1653,9450,402,718,1740,12,4153,1452,5087,204,147,167,0,2171,475,2453,66,122,5,0,4304,799,3668,307,956,163,9
2011-06-19,8726,1723,7916,315,562,1622,34,2715,1086,3344,173,116,168,0,1391,483,1703,47,94,30,0,4553,979,3472,422,1606,17,15
2011-06-20,5855,1078,3534,175,971,2247,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-21,0,0,0,0,0,0,0,1897,877,2171,163,230,206,4,551,356,877,22,8,0,0,3590,725,2621,313,1331,44,6
2011-06-22,5582,1481,3311,492,917,2327,16,1005,670,1435,70,97,73,0,529,238,752,6,9,0,0,2193,525,1242,157,1274,28,17
2011-06-23,3584,869,2180,206,460,1513,94,640,440,929,35,36,80,0,124,125,210,21,16,2,0,1315,330,741,96,776,29,3
2011-06-24,5277,1094,3036,232,1104,1995,4,1023,394,1190,68,70,89,0,314,204,465,14,20,19,0,2282,393,1657,180,832,6,0
2011-06-25,7166,1950,4978,365,735,3037,1,1602,2253,3518,76,90,171,0,453,164,483,26,108,0,0,2678,461,2220,146,748,16,9
2011-06-26,4780,788,3309,316,459,1471,13,1201,477,1357,130,91,99,1,459,193,579,30,38,5,0,2312,293,1191,153,1238,19,4
2011-06-27,4971,789,2614,431,850,1863,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
