ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2009-02-04,5700,1366,2813,186,1199,2772,96,1867,1670,3176,77,249,35,0,396,339,676,3,56,0,0,1415,223,602,10,1003,10,13
2009-02-05,4775,1218,2114,317,1124,2287,151,1483,1313,2605,62,127,2,0,221,168,373,10,4,0,2,1293,96,786,0,583,20,0
2009-02-06,4873,1440,2301,396,1611,1933,72,1872,1709,3262,49,215,42,13,323,370,679,3,11,0,0,1540,148,1078,15,573,19,3
2009-02-07,6342,1580,3644,987,1218,2036,37,3816,2196,5539,100,325,16,32,567,388,925,28,2,0,0,1936,227,1465,15,644,39,0
2009-02-08,7280,2044,5922,555,1221,1543,83,4124,2693,6505,112,117,83,0,1336,407,1660,9,53,21,0,2274,369,1878,98,636,27,4
2009-02-09,4391,2652,3783,351,1583,1256,70,0,0,0,0,0,0,0,435,253,571,8,103,2,4,0,0,0,0,0,0,0
2009-02-10,0,0,0,0,0,0,0,2207,2089,3431,90,758,17,0,0,0,0,0,0,0,0,2247,216,536,164,1738,22,3
2009-02-11,4377,1351,1830,467,1407,1975,49,1252,1503,2379,74,259,41,2,314,296,479,14,112,5,0,1480,145,834,33,754,4,0
2009-02-12,3744,1306,1817,405,1214,1525,89,1133,1593,2268,81,316,12,49,295,386,580,9,92,0,0,1335,167,830,60,581,31,0
2009-02-13,1948,608,550,192,1058,732,24,559,971,1428,51,34,13,4,74,38,88,3,21,0,0,1319,77,766,6,613,11,0
2009-02-14,5957,12041,14115,428,1187,2193,75,2928,3658,6193,175,163,55,0,712,692,1251,16,105,32,0,2049,265,1682,135,497,0,0
2009-02-15,5498,2766,4637,485,952,2059,131,2433,1406,3483,121,211,24,0,604,206,610,25,175,0,0,1766,206,1464,10,483,5,10
2009-02-16,4160,1069,1517,415,1677,1577,43,0,0,0,0,0,0,0,349,122,348,8,115,0,0,0,0,0,0,0,0,0
2009-02-17,0,0,0,0,0,0,0,2022,1594,2379,357,763,99,18,0,0,0,0,0,0,0,2577,166,1490,13,1205,35,0
2009-02-18,3652,1077,1791,253,1428,1207,50,1258,1373,2288,61,207,75,0,358,251,527,15,65,2,0,1471,162,612,74,921,26,0
2009-02-19,3998,1257,2358,252,1361,1174,110,1426,1502,2483,56,379,10,0,266,183,392,10,47,0,0,1267,122,339,53,971,26,0
2009-02-20,3458,1006,1878,240,1293,1015,38,1375,1200,2267,93,154,51,10,254,97,299,21,30,1,0,1690,113,432,92,1266,3,10
2009-02-21,6580,1672,4569,567,1568,1490,58,3021,2125,4677,122,284,20,43,876,236,1026,15,50,21,0,2010,229,998,48,1118,50,25
2009-02-22,6466,1529,4609,323,1582,1476,5,3077,2190,4847,100,307,5,8,796,250,974,25,33,12,2,2256,322,1129,186,1239,14,10
2009-02-23,5097,1216,3401,242,1646,962,62,0,0,0,0,0,0,0,686,194,719,8,153,0,0,0,0,0,0,0,0,0
2009-02-24,0,0,0,0,0,0,0,3481,2164,4930,42,666,7,0,0,0,0,0,0,0,0,2949,267,1143,118,1926,17,12
2009-02-25,5012,3843,5260,385,1640,1492,78,2034,1809,3530,52,256,0,5,656,305,914,6,41,0,0,1981,159,950,29,1151,10,0
2009-02-26,4435,1107,2676,372,1402,1030,62,2377,1951,4002,61,213,28,24,483,282,745,0,20,0,0,1729,254,605,76,1270,16,16
2009-02-27,4903,1532,2955,508,1330,1596,46,2529,2306,4531,52,252,0,0,478,273,739,4,8,0,0,2212,316,1132,64,1302,20,10
2009-02-28,6130,3602,5268,851,1518,2079,16,3613,6587,9839,73,247,31,10,1126,977,2058,11,32,2,0,2722,393,1700,231,1118,54,12
2009-03-01,7576,1938,5893,818,1149,1560,94,3858,555,3994,200,213,6,0,1427,448,1768,36,51,20,0,2336,417,1593,120,1026,14,0
2009-03-02,3701,1149,1662,288,1121,1719,60,0,0,0,0,0,0,0,361,0,283,11,63,4,0,0,0,0,0,0,0,0
2009-03-03,0,0,0,0,0,0,0,1171,1100,1573,73,612,10,3,0,0,0,0,0,0,0,1874,191,479,45,1472,69,0
2009-03-04,3290,3660,4237,311,1494,857,51,1164,1108,1813,70,335,37,17,412,260,540,11,103,18,0,1761,192,658,73,1203,17,2
2009-03-05,2290,899,1101,374,1072,597,45,705,421,836,49,220,21,0,187,0,109,11,63,4,0,1182,179,357,63,934,5,2
2009-03-06,3763,1403,1981,587,1548,982,68,963,1106,1798,52,197,22,0,182,278,395,8,50,3,4,1824,467,1155,23,1077,15,21
2009-03-07,6439,1879,3835,606,1748,2117,12,2904,2444,4834,150,327,29,8,798,321,1009,38,67,2,3,2028,347,1171,107,1054,33,10
2009-03-08,6903,2127,6257,533,1177,960,103,4070,2137,5925,46,231,5,0,1350,388,1642,36,53,3,4,2240,396,1696,134,766,27,13
2009-03-09,4672,1212,1937,536,2278,1071,62,0,0,0,0,0,0,0,494,257,699,17,33,1,1,0,0,0,0,0,0,0
2009-03-10,0,0,0,0,0,0,0,2366,1422,2894,101,729,44,20,0,0,0,0,0,0,0,2708,392,1272,119,1677,30,2
2009-03-11,4027,2620,2976,385,1648,1569,69,1218,1293,2120,56,315,15,5,319,328,595,15,35,0,2,1651,217,534,151,1175,7,1
2009-03-12,4453,1679,2339,355,1562,1812,64,1463,1179,2164,127,305,45,1,276,343,594,9,16,0,0,1384,217,338,104,1146,13,0
2009-03-13,3230,914,1086,197,1465,1358,38,1008,1035,1787,48,154,44,10,110,73,170,4,9,0,0,1753,193,588,80,1236,42,0
2009-03-14,6431,15610,16917,634,1809,2625,56,3278,5141,7952,111,247,50,59,584,134,668,31,19,0,0,2406,345,1296,106,1205,124,20
2009-03-15,6704,1956,4572,794,1297,1975,22,4297,2153,5814,242,328,41,25,1002,306,1272,23,13,0,0,2463,376,1500,117,1105,112,5
2009-03-16,5030,1505,1832,562,2030,2046,65,0,0,0,0,0,0,0,350,166,423,15,75,3,0,0,0,0,0,0,0,0
2009-03-17,0,0,0,0,0,0,0,2643,1981,3661,201,726,36,0,0,0,0,0,0,0,0,3012,442,1657,111,1608,77,1
2009-03-18,4289,1326,2098,339,1332,1753,93,1534,1443,2595,54,283,45,0,306,323,587,10,31,1,0,1939,276,618,152,1416,29,0
2009-03-19,3757,1608,1980,251,1640,1449,45,1719,1089,2381,128,279,10,10,308,237,481,5,59,0,0,1594,206,520,93,1175,12,0
2009-03-20,5636,1975,3926,277,1641,1704,63,3491,1889,4885,95,356,44,0,1106,399,1479,10,15,1,0,2451,428,1115,257,1445,52,10
2009-03-21,9312,2366,7266,652,1749,1885,126,8242,3667,11536,221,128,24,0,2173,555,2693,22,13,0,0,3351,491,1623,257,1844,98,20
2009-03-22,6581,2115,5183,306,1052,2079,76,4763,1510,5835,129,262,37,10,1295,318,1568,24,21,0,0,2132,276,1050,253,1056,39,10
2009-03-23,5577,3735,5292,312,1644,1910,154,0,0,0,0,0,0,0,515,215,553,29,146,0,2,0,0,0,0,0,0,0
2009-03-24,0,0,0,0,0,0,0,1465,379,1289,125,373,57,0,0,0,0,0,0,0,0,2651,514,1695,124,1239,86,21
2009-03-25,4424,3799,4706,363,1164,1907,83,667,536,920,139,120,24,0,240,274,448,25,41,0,0,1622,340,830,99,1022,2,9
2009-03-26,7069,2285,5194,295,1254,2333,278,658,555,925,80,182,26,0,138,122,201,10,48,0,1,1442,394,744,94,966,32,0
2009-03-27,5698,1946,2822,589,1718,2325,190,760,442,1003,47,112,40,0,692,387,956,42,74,1,6,2399,466,1437,81,1337,0,10
2009-03-28,9613,8733,10921,1099,2112,4166,48,2386,3396,5316,138,294,14,20,1725,931,2545,58,53,0,0,4224,763,3111,269,1514,67,26
2009-03-29,9634,3029,6989,987,1557,3128,2,3289,1967,4693,183,348,32,0,2798,894,3560,66,64,0,2,3844,621,2463,261,1645,85,11
2009-03-30,5782,4130,5229,586,1789,2222,86,0,0,0,0,0,0,0,575,311,789,14,83,0,0,0,0,0,0,0,0,0
2009-03-31,0,0,0,0,0,0,0,2251,1023,2513,186,548,27,0,0,0,0,0,0,0,0,3035,643,1421,242,1768,231,16
2009-04-01,9463,1963,7341,330,1366,1956,433,929,783,1285,138,283,6,0,864,426,1223,29,38,0,0,2315,467,1477,87,1167,51,0
2009-04-02,12719,2090,11395,360,1491,1275,288,1652,1075,2327,141,221,3,35,1071,609,1594,17,68,1,0,1438,272,666,114,913,12,5
2009-04-03,8126,2703,7539,306,1287,1574,123,1357,826,1976,35,172,0,0,969,664,1594,7,32,0,0,2530,437,1141,267,1506,52,1
2009-04-04,8852,2030,6727,529,1730,1892,4,2734,1373,3764,102,214,27,0,2398,619,2970,17,28,0,2,4367,1007,3362,208,1468,225,111
2009-04-05,9373,2740,8113,567,1452,1941,40,3755,1358,4563,179,340,31,0,4622,1079,5657,24,15,4,1,4544,916,4119,186,1079,56,20
2009-04-06,7898,4660,8469,366,1408,2010,305,0,0,0,0,0,0,0,2035,707,2614,46,82,0,0,0,0,0,0,0,0,0
2009-04-07,0,0,0,0,0,0,0,3614,1553,4145,176,760,76,10,0,0,0,0,0,0,0,4072,843,2675,272,1838,82,48
2009-04-08,9755,2889,7884,733,1111,2797,119,2364,1047,2804,199,337,44,27,1747,871,2549,26,37,6,0,3123,690,2211,152,1394,52,4
2009-04-09,13638,2881,11711,604,930,2719,555,2242,1499,3340,126,238,37,0,1886,985,2830,31,9,1,0,1209,459,923,173,532,40,0
2009-04-10,10679,2457,7849,786,1066,3147,288,2845,1371,3916,69,197,23,11,2016,855,2819,39,13,0,0,3115,617,1884,256,1520,65,7
2009-04-11,11449,11623,15835,1883,1569,3668,117,4891,6181,10503,271,245,45,8,4679,2774,7386,49,13,0,5,5299,1072,4652,383,1149,175,12
2009-04-12,11439,6111,11441,824,1161,4052,72,4220,2269,5838,250,351,50,0,5195,1248,6348,68,25,0,2,4402,905,3534,233,1347,124,69
2009-04-13,12495,3635,9854,860,1822,3477,117,0,0,0,0,0,0,0,1441,592,1949,15,69,0,0,0,0,0,0,0,0,0
2009-04-14,0,0,0,0,0,0,0,3470,1083,3791,178,440,139,5,0,0,0,0,0,0,0,6427,1092,5089,242,2020,150,18
2009-04-15,10903,1983,7137,1259,1123,2823,544,597,480,717,107,238,15,0,728,229,861,23,72,0,1,2516,473,1319,157,1454,59,0
2009-04-16,17302,4327,16621,798,1306,2502,402,1963,1115,2665,129,254,30,0,918,995,1807,50,56,0,0,1515,294,1325,72,393,16,3
2009-04-17,13897,2667,10472,1250,1772,2806,264,2490,1235,3377,87,202,46,13,2928,780,3574,54,77,0,3,3136,765,2206,67,1599,15,14
2009-04-18,11853,2912,8993,856,1603,3260,53,4516,2672,6709,201,210,68,0,3855,1102,4822,86,49,0,0,4761,845,3448,361,1658,137,2
2009-04-19,9195,2728,7589,637,1258,2285,154,3600,2001,5065,163,280,93,0,3331,985,4162,76,74,2,2,4095,943,3412,88,1484,54,0
2009-04-20,8841,4130,9274,302,1450,1866,79,0,0,0,0,0,0,0,193,118,287,2,22,0,0,0,0,0,0,0,0,0
2009-04-21,0,0,0,0,0,0,0,4268,511,3492,88,746,188,265,0,0,0,0,0,0,0,4096,793,2786,184,1784,135,0
2009-04-22,13456,1633,10012,519,1369,2986,203,1175,820,1648,56,260,31,0,1364,506,1864,5,1,0,0,3268,603,1631,219,1946,40,35
2009-04-23,21697,2431,19079,664,1122,2770,493,1448,1444,2548,50,281,13,0,1522,720,2207,19,16,0,0,1489,294,1275,65,441,2,0
2009-04-24,12913,2148,10873,376,1209,2369,234,892,444,1075,89,106,66,0,1091,367,1409,3,46,0,0,2951,604,1403,186,1862,84,20
2009-04-25,6336,14910,15354,697,1331,3856,8,833,1225,1888,67,92,10,1,795,342,1119,9,9,0,0,2491,470,1657,168,1052,68,16
2009-04-26,7440,2210,5254,614,946,2826,10,1877,986,2461,78,188,136,0,1365,511,1795,51,26,0,4,2444,509,1687,166,1099,0,1
2009-04-27,10628,4320,10945,454,1155,2336,58,0,0,0,0,0,0,0,1141,553,1651,21,22,0,0,0,0,0,0,0,0,0
2009-04-28,0,0,0,0,0,0,0,4180,1101,4612,121,460,78,10,0,0,0,0,0,0,0,5377,1546,4875,155,1790,93,10
2009-04-29,13062,1790,11531,294,863,2108,56,2055,1376,3181,52,148,50,0,1157,603,1685,35,38,2,0,2517,693,2271,162,753,0,24
2009-04-30,11924,2005,10118,341,936,2118,416,1485,992,2285,66,107,19,0,1706,993,2680,13,6,0,0,1134,346,1084,84,286,20,6
2009-05-01,12244,2822,10633,439,869,3002,123,3463,1691,4839,81,126,107,1,2039,603,2603,19,20,0,0,3524,809,3087,237,925,82,2
2009-05-02,11314,3426,8450,499,1311,4447,33,2279,949,2888,80,194,65,1,1249,332,1526,31,15,9,0,3138,595,2548,204,929,48,4
2009-05-03,15917,4473,14685,697,1429,3402,177,6370,3795,9500,205,313,147,0,4584,1027,5485,75,51,0,0,6358,1256,5398,78,2051,62,25
2009-05-04,11998,3214,10803,338,1654,2261,156,3459,1455,4672,68,174,0,0,1928,832,2554,27,176,0,3,1652,593,1695,44,485,11,10
2009-05-05,10053,21201,28544,759,594,1250,107,9733,15054,24338,149,259,41,0,4316,2770,7034,28,24,0,0,5388,2523,5982,185,1604,136,4
2009-05-06,7936,3462,9017,446,523,1319,93,1375,1123,2329,70,89,10,0,1280,407,1611,46,28,0,2,1477,372,1027,176,619,27,0
2009-05-07,8527,1944,8142,311,710,1070,238,1540,1156,2577,33,66,20,0,915,464,1270,35,57,0,17,988,214,870,82,247,2,1
2009-05-08,7125,1468,6283,349,653,1241,67,1571,1061,2473,58,71,30,0,2372,897,3187,48,30,4,0,1983,435,1155,121,1091,31,20
2009-05-09,6910,5086,7996,768,732,2356,144,3614,3211,6533,186,71,35,0,2338,1655,3813,129,51,0,0,3119,720,2679,156,931,73,0
2009-05-10,8906,3238,7933,1010,902,2274,25,3191,1302,4196,94,175,28,0,2598,732,3235,56,35,0,4,2649,552,2005,175,953,54,14
2009-05-11,7116,3317,7949,339,739,1365,41,0,0,0,0,0,0,0,215,75,267,3,20,0,0,0,0,0,0,0,0,0
2009-05-12,0,0,0,0,0,0,0,3680,827,3818,161,350,130,48,0,0,0,0,0,0,0,4504,919,3731,106,1566,20,0
2009-05-13,11781,1892,10559,357,946,1669,142,943,800,1529,43,157,14,0,1233,708,1863,20,58,0,0,2534,563,1856,99,1134,8,0
2009-05-14,9755,1231,8501,430,765,1236,54,1607,1263,2720,42,108,0,0,1532,1197,2640,10,79,0,0,914,237,752,61,330,6,2
2009-05-15,5425,1825,4412,409,872,1501,56,1166,864,1721,103,139,67,0,1459,448,1877,15,15,0,0,2228,479,1299,103,1252,43,10
2009-05-16,4323,1184,3263,291,601,1280,72,1347,406,1563,52,59,43,36,893,158,1039,4,0,8,0,1666,213,989,79,778,33,0
2009-05-17,6644,2102,6044,459,831,1401,11,1948,958,2553,140,176,37,0,1390,398,1746,29,11,0,2,2583,562,1801,208,1091,40,5
2009-05-18,6576,3953,8010,484,1145,804,86,0,0,0,0,0,0,0,629,465,957,19,118,0,0,0,0,0,0,0,0,0
2009-05-19,0,0,0,0,0,0,0,3450,1289,4050,150,524,5,10,0,0,0,0,0,0,0,4447,906,3385,144,1678,146,0
2009-05-20,8736,1804,7669,351,709,1469,342,1255,668,1685,70,155,13,0,1105,769,1879,7,-12,0,0,2389,536,1451,63,1181,10,220
2009-05-21,10071,798,9309,100,363,948,149,329,310,487,17,129,6,0,447,193,637,2,1,0,0,449,93,301,17,222,2,0
2009-05-22,7694,1907,6678,433,619,1785,86,1926,1301,3024,114,78,10,1,2857,637,3459,10,22,0,3,2153,444,1369,120,1054,32,22
2009-05-23,6781,19222,22138,703,929,2106,127,1900,2580,4319,56,72,33,0,1035,1058,2068,20,5,0,0,3261,668,3010,15,860,17,27
2009-05-24,6791,2315,6271,751,566,1441,77,1308,510,1645,21,127,25,0,2343,702,3006,38,1,0,0,3123,712,2798,206,817,14,0
2009-05-25,5448,1113,4189,438,694,1186,54,0,0,0,0,0,0,0,453,236,613,33,43,0,0,0,0,0,0,0,0,0
2009-05-26,0,0,0,0,0,0,0,1135,555,1466,44,180,0,0,0,0,0,0,0,0,0,2996,562,2120,150,1249,39,0
2009-05-27,7437,1324,6317,268,730,1369,77,405,579,889,27,67,1,0,418,356,689,22,61,0,2,2049,392,1511,103,817,10,0
2009-05-28,3750,628,2893,159,420,837,69,467,486,830,20,103,0,0,958,478,1276,88,37,35,0,1003,195,742,116,328,12,0
2009-05-29,0,0,0,0,0,0,0,305,220,512,6,7,0,0,624,234,765,35,55,2,1,1807,370,668,169,1306,34,0
2009-05-30,8216,2580,7186,693,902,1906,109,1742,959,2545,72,65,19,0,1614,509,2025,63,26,6,3,2822,570,1969,262,1076,66,19
2009-05-31,5591,1660,4967,339,635,1233,77,2087,458,2314,73,119,39,0,1719,528,2147,60,34,2,4,2364,537,1935,171,787,8,0
2009-06-01,4342,2786,5223,241,673,938,53,0,0,0,0,0,0,0,315,399,669,18,27,0,0,0,0,0,0,0,0,0
2009-06-02,0,0,0,0,0,0,0,1284,568,1621,54,160,17,0,0,0,0,0,0,0,0,2682,542,2025,100,1064,25,10
2009-06-03,6219,1186,5563,284,498,991,69,723,573,1191,29,70,5,1,483,284,748,12,6,0,1,2016,0,1195,47,697,77,0
2009-06-04,6911,1476,6452,307,663,913,52,751,742,1342,75,71,5,0,892,609,1458,17,26,0,0,632,267,633,61,196,7,2
2009-06-05,4103,1344,3669,277,715,746,40,1055,964,1875,48,78,18,0,1351,507,1832,15,11,0,0,1941,395,1049,94,1100,93,0
2009-06-06,8388,2824,8098,653,851,1606,4,3628,1616,4953,138,124,27,2,2182,481,2597,42,24,0,0,2991,576,2629,193,712,22,11
2009-06-07,5384,1441,4798,450,543,1029,5,2395,849,3038,90,109,7,0,1493,433,1796,103,25,2,0,2291,572,2085,120,633,17,8
2009-06-08,3507,2689,4378,317,818,631,52,0,0,0,0,0,0,0,607,472,1048,7,24,0,0,3076,694,2797,198,761,14,0
2009-06-09,0,0,0,0,0,0,0,1182,666,1433,146,224,45,0,0,0,0,0,0,0,0,1317,283,912,101,580,0,7
2009-06-10,3985,978,3315,264,414,802,168,497,1367,1763,13,86,0,2,400,364,754,10,0,0,0,0,0,0,0,0,0,0
2009-06-11,3998,1040,3475,265,413,852,33,887,988,1753,21,91,10,0,742,511,1225,12,16,0,0,681,232,713,34,146,20,0
2009-06-12,3357,1642,3017,309,687,933,53,1075,717,1622,70,100,0,0,537,339,857,19,0,0,0,1452,295,1002,97,641,0,7
2009-06-13,6742,6929,10936,455,821,1378,81,2221,2607,4582,81,126,39,0,1451,1388,2810,18,11,0,0,3572,764,2983,290,1026,25,12
2009-06-14,6126,1822,5795,371,666,1056,60,2503,867,3010,191,121,38,10,1564,543,2072,24,11,0,0,2474,517,2480,77,415,19,0
2009-06-15,3394,989,2414,262,934,720,53,0,0,0,0,0,0,0,405,505,870,18,22,0,0,2715,542,2095,103,1049,10,0
2009-06-16,0,0,0,0,0,0,0,1659,857,2085,61,340,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-17,3826,1011,2743,254,494,1305,41,843,769,1464,36,105,7,0,380,373,692,31,21,9,0,1320,254,931,75,542,18,8
2009-06-18,4799,1255,3121,535,663,1681,54,983,625,1445,70,81,12,0,733,566,1272,17,10,0,0,673,132,614,28,126,4,33
2009-06-19,4416,1458,3301,395,660,1471,47,917,757,1543,49,72,10,0,425,436,831,14,16,0,0,1750,356,925,134,1040,6,1
2009-06-20,2874,1144,2390,373,462,791,2,1105,394,1411,34,54,0,0,457,152,583,8,12,6,0,1526,316,1289,72,407,67,7
2009-06-21,5839,4981,8237,564,785,1226,8,2284,673,2718,104,125,10,0,1714,508,2088,62,72,0,0,2533,495,2003,226,756,36,7
2009-06-22,4906,4148,5427,387,1036,2143,61,0,0,0,0,0,0,0,407,257,616,29,19,0,0,0,0,0,0,0,0,0
2009-06-23,0,0,0,0,0,0,0,1829,1152,2650,61,217,53,0,0,0,0,0,0,0,0,2815,572,2266,140,912,69,0
2009-06-24,3560,1136,2748,388,409,1083,68,833,651,1410,18,45,0,11,346,684,1005,9,7,0,9,1296,0,666,149,481,0,0
2009-06-25,4081,1099,3275,496,459,870,80,883,850,1582,44,97,10,0,474,438,833,54,13,0,12,810,288,653,146,293,6,0
