ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2012-05-11,8936,6940,11354,269,909,3261,83,1561,1308,2681,100,61,18,9,983,3664,4549,25,67,6,0,3727,1991,3891,367,1306,126,28
2012-05-12,17841,6174,19537,291,929,3242,16,3266,1873,4658,193,118,157,13,2474,1582,3931,41,74,10,0,5998,2223,6264,540,1238,160,19
2012-05-13,15231,3073,14848,377,783,2226,70,3071,1425,3943,188,193,157,15,2547,1116,3522,56,73,12,0,6230,1554,5062,529,1922,216,55
2012-05-14,6220,3646,5375,136,1270,2771,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-15,0,0,0,0,0,0,0,2218,896,1959,379,353,384,39,1180,2334,3124,298,65,16,11,5782,2689,4965,619,2519,301,67
2012-05-16,12538,7841,15256,357,1313,3319,134,1319,695,1546,127,85,243,13,820,1298,2047,44,16,1,10,3817,1763,3226,465,1720,79,90
2012-05-17,13757,9790,18256,329,971,3761,230,1066,1105,1840,130,114,83,4,754,612,1308,35,23,0,0,3872,1253,3224,226,1382,210,83
2012-05-18,22769,11077,28461,441,832,4099,13,1708,2154,3389,101,145,226,1,954,845,1756,40,3,0,0,4136,2016,3966,608,1388,142,48
2012-05-19,35004,34198,64089,452,982,3619,60,3554,2401,5307,259,243,118,28,2410,1679,3925,71,40,8,45,7400,2259,7266,543,1598,183,69
2012-05-20,33883,27584,57169,262,812,3221,3,2889,1419,3445,267,217,328,51,2182,1220,3291,70,40,1,0,6872,1586,5640,604,1960,223,31
2012-05-21,9583,4823,9969,658,1497,2279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-22,0,0,0,0,0,0,0,2144,1478,2514,301,442,363,2,764,1933,2514,58,113,10,2,5540,3790,5543,668,2728,337,54
2012-05-23,9199,7744,11509,140,778,4489,27,1350,605,1513,117,164,160,1,677,1277,1828,69,43,14,0,3402,1788,2948,396,1705,98,43
2012-05-24,8502,8049,12004,144,751,3640,12,1336,1215,2023,110,174,244,0,740,1034,1642,60,68,4,0,3936,1316,2995,595,1587,50,25
2012-05-25,8215,5550,8764,191,920,3871,19,1873,1465,2704,165,210,217,42,682,1845,2415,46,64,1,1,3662,1926,3804,535,1092,118,39
2012-05-26,19772,5536,19107,465,846,4814,76,4008,3411,6897,174,184,163,1,2419,1444,3713,43,99,8,0,7260,2983,7932,603,1584,82,42
2012-05-27,21827,5931,21899,231,910,4628,90,4258,2575,6439,174,101,110,9,2867,1546,4271,58,77,7,0,8961,2690,8841,650,1873,197,90
2012-05-28,18847,10175,24535,360,1167,2946,14,3130,1755,4499,146,94,127,19,2480,1239,3626,45,16,30,2,5882,1834,6873,278,448,56,61
2012-05-29,0,0,0,0,0,0,0,1953,1166,2217,200,341,342,19,657,495,981,36,126,1,8,4437,1511,3051,503,2117,226,51
2012-05-30,7579,7548,10706,206,722,3488,5,1220,809,1689,116,126,78,20,606,562,1072,35,48,10,3,3046,1284,2451,387,1365,94,33
2012-05-31,7624,5358,10219,523,521,1540,179,1799,1291,2441,168,115,366,0,616,689,1205,22,78,0,0,3379,1175,2609,343,1512,77,13
2012-06-01,8717,4145,8196,114,376,4136,40,1805,1982,3473,124,108,64,18,727,1090,1745,25,42,5,0,3366,947,2445,372,1364,73,59
2012-06-02,15470,3176,14261,369,500,3487,29,3834,2379,5830,172,106,66,39,8810,2912,11577,37,95,13,0,12010,3082,12253,529,2147,111,52
2012-06-03,13324,2313,11197,175,478,3722,65,3140,1738,4479,118,111,149,21,1770,1014,2614,39,114,17,0,5469,1268,4209,687,1597,211,33
2012-06-04,8950,1645,5888,368,945,3318,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-05,0,0,0,0,0,0,0,2115,1344,2428,382,320,281,48,656,862,1344,38,127,6,3,4252,1538,3042,555,1962,209,22
2012-06-06,17538,3914,16557,421,672,3801,1,3595,1996,5020,205,162,167,37,2501,1102,3395,116,76,16,0,5538,1775,5254,747,1187,95,30
2012-06-07,6506,2654,6428,126,931,1672,3,2247,978,2940,114,61,89,21,457,473,824,47,52,7,0,2481,807,1673,319,1202,80,14
2012-06-08,7667,2544,6783,311,838,2154,125,1188,773,1613,112,150,86,0,563,1005,1450,28,73,17,0,3673,912,2381,426,1622,146,10
2012-06-09,14996,3937,14241,450,1140,3060,42,3496,2009,4937,193,201,170,4,1836,1043,2696,43,111,29,0,5394,1769,4775,570,1679,109,30
2012-06-10,11949,2122,9818,510,1373,2342,28,2736,1449,3573,161,187,252,12,1540,801,2166,63,107,5,0,4980,1158,3674,765,1530,127,42
2012-06-11,8876,2442,7826,382,915,2162,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-12,0,0,0,0,0,0,0,1749,775,1610,162,383,356,13,590,871,1354,50,51,3,3,4003,1174,2070,619,2161,251,76
2012-06-13,8455,4581,10089,327,644,1973,3,1377,657,1634,89,112,171,28,480,478,877,29,48,4,0,2842,936,1682,536,1391,140,29
2012-06-14,8532,3180,7968,253,1040,2406,45,1504,1092,2074,147,204,165,6,515,521,913,17,40,23,43,2873,959,2045,522,1148,93,24
2012-06-15,8616,2287,6316,507,1607,2467,6,1387,869,1863,80,129,183,1,586,757,1196,38,78,27,4,3326,676,1754,456,1427,356,9
2012-06-16,15497,3960,14014,710,1104,3615,14,2773,2305,4333,260,283,201,1,1558,1112,2469,57,128,16,0,5279,1460,4100,619,1718,254,48
2012-06-17,12663,1795,11278,372,1028,1747,33,2385,1232,3089,186,188,137,17,1404,801,2082,43,75,3,2,4660,958,3180,541,1673,197,27
2012-06-18,8439,1310,5921,432,1198,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-19,0,0,0,0,0,0,0,2404,668,1540,176,353,933,70,537,493,853,92,85,0,0,3951,1025,1861,466,2214,410,25
2012-06-20,9424,867,5343,267,376,4304,1,1034,588,1357,69,103,74,19,402,312,654,32,26,0,2,2543,818,1772,296,1140,128,25
2012-06-21,8396,2021,6918,208,512,2746,33,1433,782,1749,174,117,174,1,430,492,832,29,49,12,0,2842,504,1739,481,982,132,12
2012-06-22,9251,1318,4822,485,1158,4101,3,1278,546,1491,84,96,105,48,497,817,1198,52,57,7,0,3000,626,1706,432,1289,191,8
2012-06-23,14458,2440,11051,469,862,4509,7,2552,1523,3425,301,221,117,11,1267,687,1786,82,80,4,2,4395,1007,3248,536,1348,222,48
2012-06-24,11686,1460,8285,361,828,3666,6,2130,1245,2667,348,132,216,12,1112,519,1470,44,106,11,0,4017,751,2701,435,1378,229,25
2012-06-25,9403,676,4821,481,1322,3422,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-26,0,0,0,0,0,0,0,2472,764,1913,371,429,382,141,650,386,859,79,85,13,0,4446,859,2357,854,1921,121,52
2012-06-27,10107,1275,8166,454,750,1893,119,1414,684,1598,237,124,130,9,492,300,713,36,24,19,0,2755,763,1654,541,1181,106,36
2012-06-28,9096,2012,7863,219,723,2248,55,1344,773,1719,129,152,117,0,502,343,793,32,11,9,0,2486,438,1391,437,952,135,9
2012-06-29,9782,749,4868,321,851,4480,11,1128,514,1217,147,119,114,45,405,390,733,40,15,7,0,3137,608,1822,448,1352,94,29
2012-06-30,9474,1390,5936,248,805,3869,6,1593,448,1597,170,124,134,16,559,200,715,24,20,0,0,2220,373,1328,378,768,85,34
2012-07-01,14030,1357,9685,405,951,4251,95,2363,810,2433,249,242,237,12,1375,572,1844,68,33,2,0,4662,839,3032,736,1513,189,31
2012-07-02,9931,590,5182,370,1356,3610,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-03,0,0,0,0,0,0,0,2164,657,1638,316,393,472,2,559,441,837,66,81,11,5,3577,493,1303,691,1759,229,88
2012-07-04,9985,959,5229,576,568,4508,63,1282,450,1357,165,84,110,16,461,273,592,46,68,28,0,2432,386,1003,415,1286,91,23
2012-07-05,6543,453,4046,323,418,2171,38,707,495,902,81,77,142,0,172,143,238,35,42,0,0,1544,284,633,272,872,39,12
2012-07-06,6745,566,4099,125,625,2421,41,810,300,716,94,95,165,40,204,233,380,18,30,9,0,2218,430,878,293,1372,93,12
2012-07-07,16117,2591,11580,680,1008,5418,22,3095,1575,3827,275,217,348,3,1235,678,1750,57,83,18,5,4952,1141,3428,831,1637,151,46
2012-07-08,12808,1792,9039,323,506,4728,4,2122,909,2397,227,163,230,14,1180,531,1537,71,95,8,0,4644,830,2709,683,1852,203,27
2012-07-09,10246,892,5331,316,627,4752,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-10,0,0,0,0,0,0,0,2431,834,1886,247,350,736,46,618,463,862,74,100,45,0,4548,695,1692,967,2238,282,64
2012-07-11,10922,1303,6209,224,931,4854,7,1082,696,1093,98,110,189,288,345,214,471,28,55,5,0,1957,846,1160,340,1183,105,15
2012-07-12,12040,1507,6533,352,978,5658,26,1592,925,1876,203,107,331,0,558,440,899,48,48,3,0,2579,511,1216,616,1102,136,20
2012-07-13,11074,1209,5072,262,629,6291,29,1303,652,1490,93,122,227,23,471,293,667,50,43,4,0,2632,594,1627,396,1051,139,13
2012-07-14,16077,2145,10903,486,794,6014,24,2215,1071,2769,142,105,222,48,1021,610,1521,44,64,2,0,4174,847,2899,554,1383,156,29
2012-07-15,9932,950,6252,208,791,3602,29,1228,553,1448,99,97,130,7,544,207,614,29,93,15,0,2886,589,1700,347,1278,131,19
2012-07-16,11077,1331,6493,188,730,4986,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,0,0,0,0,0,0,0,2120,1351,2245,265,429,507,25,707,1355,1909,81,61,11,0,3937,854,2487,698,1163,399,44
2012-07-18,9559,2227,6395,240,346,4783,22,1026,497,1072,144,73,207,27,436,241,505,108,52,12,0,1528,351,835,414,498,116,16
2012-07-19,7528,769,4671,179,231,3149,67,1095,449,1277,95,31,123,18,340,354,626,16,35,17,0,1375,339,764,389,456,87,18
2012-07-20,10300,1406,7767,246,383,3156,154,1149,673,1529,102,115,75,1,573,1581,2018,69,47,20,0,2337,598,1739,427,614,116,39
2012-07-21,15057,2628,11053,468,401,5738,25,2235,1452,3202,161,118,163,43,919,633,1439,40,61,8,4,3674,1011,3084,539,944,64,54
2012-07-22,11706,1597,8855,192,451,3794,11,1652,672,1834,122,99,269,0,841,412,1145,45,52,10,1,3452,677,2387,500,1112,119,11
2012-07-23,11159,1500,8806,332,912,2602,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,0,0,0,0,0,0,0,1980,679,1572,197,402,462,26,546,409,771,26,118,38,2,3876,737,1934,689,1616,369,5
2012-07-25,10747,1378,6363,573,1012,4164,13,1205,748,1531,109,143,158,12,414,303,636,22,54,5,0,2368,501,1415,484,828,95,47
2012-07-26,9993,1934,4880,298,864,5859,26,1300,1056,1950,128,125,153,0,346,370,619,20,68,7,2,2068,561,1229,270,978,105,47
2012-07-27,9562,1588,6965,227,570,3388,0,1037,691,1453,108,73,68,26,483,463,866,18,54,8,0,2141,672,1390,332,982,100,9
2012-07-28,13335,2483,10212,497,972,4115,22,1938,1192,2595,173,110,251,1,860,566,1266,55,89,15,1,3338,827,2513,417,941,269,25
2012-07-29,12967,2857,10423,519,753,4095,34,1590,788,1817,140,162,259,0,686,376,899,72,83,7,1,3607,929,2423,541,1356,176,40
2012-07-30,11301,2517,11126,327,963,1391,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-31,0,0,0,0,0,0,0,2355,1376,2809,253,326,336,7,884,652,1330,59,141,5,1,4742,1409,3503,553,1584,453,58
2012-08-01,12258,2243,7220,346,602,6292,41,1492,1092,2064,113,87,267,53,587,403,871,28,57,8,26,2699,924,2282,271,953,90,27
2012-08-02,10992,2267,9285,351,532,3071,20,1571,1202,2326,143,125,178,1,593,497,1006,27,54,3,0,3380,1063,2808,305,1172,133,25
2012-08-03,10798,1912,8018,231,972,3462,27,1628,912,2178,125,57,158,22,691,540,1111,51,61,8,0,3077,958,2366,319,1193,102,55
2012-08-04,12112,2062,6830,559,870,5854,61,1961,1054,2331,178,148,334,24,700,474,1097,33,31,9,4,3218,802,2286,525,1014,145,50
2012-08-05,9403,1483,6112,142,388,4234,10,1299,802,1646,144,102,172,37,468,264,588,50,89,0,5,2717,616,1690,428,957,199,59
2012-08-06,9650,1228,4366,159,947,5366,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-07,0,0,0,0,0,0,0,1942,1011,1956,96,265,617,19,589,355,779,51,109,5,0,3660,932,1916,427,1833,383,33
2012-08-08,12219,1978,6848,236,374,6710,29,1200,936,1743,119,123,150,1,407,315,641,30,37,12,2,2424,595,1383,330,1232,50,24
2012-08-09,11533,1875,7558,278,673,4886,13,1356,1196,2107,181,156,108,0,509,484,914,32,27,10,10,1843,576,1196,230,903,66,24
2012-08-10,12113,2349,6401,361,713,6883,104,1348,1309,2372,72,111,54,48,626,475,1044,21,31,5,0,2748,786,2024,330,996,177,7
2012-08-11,15938,3077,10426,371,889,7282,47,2531,1916,3818,201,173,220,35,1236,826,1960,53,27,22,0,3891,1097,3169,481,1178,131,29
2012-08-12,11731,2143,6654,314,1111,5737,58,1548,1247,2424,102,109,137,23,822,414,1165,33,21,7,10,3456,875,2314,390,1410,188,29
2012-08-13,14042,2705,8889,264,1295,6286,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-14,0,0,0,0,0,0,0,3007,1537,3348,120,469,588,19,1120,704,1478,149,192,5,0,6660,1581,4121,815,2697,544,64
2012-08-15,12012,1681,8559,119,516,4449,50,1185,803,1647,47,98,187,9,445,260,572,20,100,13,0,2068,469,1300,129,1027,63,18
2012-08-16,14729,2545,9577,302,854,6486,55,1911,1256,2557,146,211,253,0,863,537,1178,29,160,33,0,3837,964,2598,416,1600,161,26
2012-08-17,12631,1913,7170,610,834,5851,79,1584,1342,2659,67,145,43,12,789,683,1333,31,108,0,0,3779,939,2280,413,1844,147,34
2012-08-18,16722,3313,11344,707,809,7071,104,2124,1759,3440,158,148,137,0,1255,774,1820,71,122,14,2,4126,1157,3109,476,1530,136,32
2012-08-19,13915,2304,9582,571,940,5118,8,2317,1125,2763,126,127,423,3,1126,581,1511,64,103,20,9,4006,812,2437,539,1611,203,28
2012-08-20,11352,1103,6135,485,928,4765,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-21,0,0,0,0,0,0,0,2306,486,1478,138,269,867,40,535,379,745,41,95,29,4,4344,596,1298,688,2391,539,24
2012-08-22,13041,814,7329,247,763,5516,0,1414,550,1524,80,98,212,50,512,268,673,41,53,8,5,2336,409,935,400,1202,183,25
2012-08-23,12579,1605,7766,573,1310,4532,3,1735,662,1953,114,118,211,1,621,441,935,39,79,9,0,2912,736,1520,524,1506,88,10
2012-08-24,12124,1214,5121,468,895,6837,17,1648,781,1823,142,275,149,40,587,351,809,52,60,17,0,2586,531,1414,404,1167,114,18
2012-08-25,15218,2296,11070,483,965,4990,6,2538,1153,3135,172,162,173,49,1049,537,1439,37,88,7,15,3882,803,2651,546,1335,116,37
2012-08-26,12919,2079,10404,430,642,3469,53,2402,1159,2939,151,258,192,21,1133,483,1445,40,126,5,0,4678,944,2835,624,1887,235,41
2012-08-27,10236,801,6498,287,1260,2990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-28,0,0,0,0,0,0,0,61,16,25,0,17,34,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,8512,669,5976,288,459,2406,52,1217,391,1156,185,97,164,6,555,347,774,43,67,18,0,2774,487,1193,402,1578,70,18
2012-08-30,4835,1178,3016,33,407,2538,19,337,270,470,23,68,42,4,180,75,161,20,69,5,0,1559,297,510,217,1058,63,8
2012-08-31,8051,782,4418,134,612,3644,25,1441,472,1579,107,109,117,1,621,358,830,54,81,12,2,2561,502,1241,406,1256,124,36
2012-09-01,12163,2204,9563,512,702,3577,13,2160,1239,3021,175,90,79,34,1300,657,1818,73,65,1,0,4316,1326,3677,592,1244,96,33
2012-09-02,10718,1891,9011,241,567,2732,58,2020,958,2479,174,149,175,1,1389,643,1888,52,74,18,0,4500,1026,3423,540,1370,149,44
2012-09-03,7449,1574,4543,484,1382,2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-04,0,0,0,0,0,0,0,1082,309,667,141,348,222,13,384,229,491,27,95,0,0,3028,863,1221,355,1983,235,97
2012-09-05,8361,1984,6050,247,960,2775,313,1105,523,1313,132,90,84,9,583,617,1101,24,62,6,7,2436,585,1060,516,1290,134,21
2012-09-06,7383,4478,8090,401,882,2438,50,1256,940,1817,123,83,144,29,672,429,1006,53,38,4,0,2799,734,1587,464,1311,165,6
2012-09-07,8189,1574,5684,381,774,2779,145,1298,723,1714,90,115,74,28,759,814,1453,42,33,19,26,2952,886,1723,472,1483,133,27
2012-09-08,13206,2696,11103,512,926,3329,32,2320,1592,3581,114,67,140,10,1730,893,2450,49,121,3,0,4693,1201,3369,539,1744,186,56
2012-09-09,11784,1897,9480,464,1000,2705,32,2141,1161,2907,115,153,124,3,1701,742,2356,36,38,11,2,5308,1124,3712,587,1878,221,34
2012-09-10,8153,1763,7306,273,1059,1266,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-11,0,0,0,0,0,0,0,1845,878,1925,121,303,353,21,854,1318,2007,66,94,5,0,4482,1881,3177,541,2273,340,32
2012-09-12,7740,6602,9771,207,725,3639,0,874,649,1363,64,66,20,10,597,817,1358,20,30,6,0,2742,682,1549,388,1315,102,70
2012-09-13,6099,4445,7838,151,479,2056,20,572,268,592,83,67,98,0,301,524,711,30,82,2,0,1574,836,1330,148,856,69,7
2012-09-14,8327,4048,7662,540,1147,3000,26,1493,1314,2464,133,109,98,3,760,1057,1697,49,66,3,2,2856,620,1841,448,1007,135,45
2012-09-15,15402,3515,12676,551,1106,4549,35,3285,1899,4715,172,198,93,6,1839,1035,2758,63,46,0,7,4711,1631,4200,572,1237,309,24
2012-09-16,13754,1788,9199,818,1207,3623,695,2222,1112,2907,156,145,107,19,2017,648,2469,57,127,12,0,5034,916,3794,552,1331,234,39
2012-09-17,3677,226,2369,79,415,1036,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,0,0,0,0,0,0,0,2358,1282,2515,262,379,466,18,745,509,1060,61,116,13,4,4085,886,1939,601,2037,346,48
2012-09-19,10615,6633,12031,321,758,3996,142,1399,940,2042,107,91,78,21,744,594,1299,29,8,2,0,2699,588,1508,370,1164,234,11
2012-09-20,10321,6030,12017,211,390,3733,0,1704,1550,2907,139,109,99,0,666,1021,1648,21,13,0,5,2945,1126,2614,476,910,51,20
2012-09-21,9757,5572,9149,307,880,4991,2,1918,1748,3356,113,83,79,35,843,1556,2345,22,23,9,0,2715,1467,2546,444,1035,145,12
2012-09-22,16005,3732,13594,677,956,4454,56,4746,2434,6711,164,107,153,45,2007,1016,2995,24,4,0,0,4634,1548,4525,569,932,113,43
2012-09-23,12944,2281,10164,503,817,3737,4,3601,1672,4910,93,101,148,21,1852,727,2495,33,49,2,0,4740,1160,3998,598,1070,177,57
2012-09-24,7729,3937,7630,277,848,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-25,0,0,0,0,0,0,0,2612,1731,3301,141,447,422,32,1000,1477,2315,55,98,9,0,4611,2623,4567,445,1978,230,14
2012-09-26,8335,7916,11961,287,874,2889,240,1634,964,2422,60,42,58,16,766,509,1162,36,75,2,0,2788,937,1988,379,1256,84,18
2012-09-27,6276,5500,8823,435,526,1983,9,1264,1174,2259,78,49,52,0,499,633,1026,37,54,15,0,2168,1002,1820,269,1019,46,16
2012-09-28,4093,1267,3083,369,534,1372,2,786,1016,1642,52,16,77,15,203,190,351,14,24,4,0,1377,452,953,284,544,39,9
2012-09-29,13760,1743,12327,652,393,2131,0,3318,1083,3601,241,289,269,1,1400,577,1848,62,46,18,3,4131,1097,3630,649,620,287,42
2012-09-30,0,75833,75833,0,0,0,0,0,15886,15216,370,100,200,0,0,0,0,0,0,0,0,1222,12692,10909,1408,894,701,2
2012-10-01,26125,52232,75484,374,405,2094,0,6415,3302,9338,156,52,161,10,7106,2566,9540,85,15,24,8,6791,3113,8727,643,345,157,32
2012-10-02,0,0,0,0,0,0,0,6965,2911,8587,135,257,888,9,6797,1894,8502,123,12,52,2,7699,3292,8617,703,957,680,34
2012-10-03,43957,8576,42765,331,152,9196,89,6066,3108,8872,128,83,85,6,6484,2010,8369,82,31,12,0,5886,2031,6308,641,599,305,64
2012-10-04,15228,7304,16532,518,751,4727,4,1598,1116,2481,47,87,99,0,2993,731,3626,22,65,11,0,2690,994,2254,430,674,314,12
2012-10-05,32251,9913,36427,417,288,5023,9,2112,1115,2976,70,65,62,54,5392,1183,6430,68,67,10,0,2796,1656,2969,523,692,170,98
2012-10-06,40605,11881,46772,439,777,4469,29,4945,2592,7131,174,100,129,3,9139,1609,10608,89,42,5,4,5024,1647,4783,624,1079,163,22
2012-10-07,34598,18623,47821,505,636,4240,19,4172,2224,5952,179,141,122,2,10026,2476,12314,64,103,21,0,5748,1383,5122,521,1243,231,14
2012-10-08,8816,5025,10373,304,809,2352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-09,0,3098,2397,120,260,321,0,2080,2330,3908,121,187,194,0,961,1391,2221,38,74,18,1,3451,3828,5533,527,975,225,19
2012-10-10,8032,8060,11775,164,736,3268,149,1279,929,1878,145,109,53,23,621,1250,1718,45,56,50,2,2526,1985,3147,442,742,152,28
2012-10-11,8320,10369,14129,306,1172,2849,233,1885,1654,3140,144,86,169,0,1058,1257,2221,45,45,3,1,3506,2596,4259,616,935,275,17
2012-10-12,9101,9270,14607,351,964,2293,156,2336,2087,4072,110,114,120,7,879,1322,2074,55,60,12,0,4130,1690,3645,705,1163,222,85
2012-10-13,16201,3965,15703,772,1198,2475,18,4770,3863,8194,183,119,136,1,2795,1341,3993,62,54,27,0,5794,2110,5760,661,1181,233,69
2012-10-14,16795,2894,15039,569,684,3362,35,4259,2462,6110,206,109,285,11,2702,1260,3758,98,52,35,19,6213,1602,5226,713,1569,302,5
2012-10-15,10661,3421,9696,404,1283,2695,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,0,0,0,0,0,0,0,2768,2473,4320,156,266,498,1,1279,1441,2563,48,103,4,2,5336,2495,4439,865,2192,292,43
2012-10-17,9966,7881,12428,219,669,4528,3,1510,838,2010,84,162,92,0,787,616,1234,112,55,2,0,3084,1115,2669,437,815,261,17
2012-10-18,10230,9588,13138,510,1020,5144,6,2050,1545,3244,123,85,143,0,1476,2057,3414,39,53,27,0,3555,2077,3791,614,920,265,42
2012-10-19,10789,6968,11529,461,1062,4595,110,2685,2945,5195,82,116,236,1,1430,3023,4329,54,25,43,2,4160,2654,4721,534,1198,329,32
2012-10-20,18520,4891,17456,418,892,4614,31,6071,3869,9491,230,75,144,0,3498,2044,5326,101,83,32,0,6684,2624,6802,628,1471,334,73
2012-10-21,18369,3090,16320,555,856,3690,38,5607,3281,8320,267,102,184,15,4151,1800,5782,95,57,13,4,7227,1940,6370,693,1653,398,53
2012-10-22,8057,3053,6962,246,943,2957,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,0,0,0,0,0,0,0,3321,1843,3612,571,384,581,16,1323,1950,3173,42,18,40,0,7346,2665,6248,1128,1748,829,58
2012-10-24,12614,7341,11893,475,936,6456,195,2359,1279,3016,273,156,193,0,1181,1366,2475,53,17,2,0,4988,2249,5286,665,793,447,46
2012-10-25,10986,7702,12607,692,706,4681,2,2775,1602,3952,164,99,162,0,1601,1647,3093,85,29,41,0,5582,2026,5488,771,1079,236,34
2012-10-26,13325,5433,13137,506,836,4172,107,3656,2853,6057,109,186,157,0,1999,2673,4600,44,19,9,0,6149,2308,6299,777,1073,237,71
2012-10-27,9043,2694,7901,388,550,2796,102,2123,1871,3738,90,79,74,13,802,566,1295,18,21,34,0,3855,899,3476,229,777,204,68
2012-10-28,21267,3838,19519,348,545,4655,38,8122,3631,11141,237,180,195,0,6075,2122,7850,169,147,31,0,10245,2842,9854,1108,1473,589,63
2012-10-29,12049,2594,9391,193,1120,3935,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,0,0,0,0,0,0,0,3551,1839,4209,346,332,486,17,2224,1218,3186,120,9,127,0,7378,3373,7623,759,1772,567,30
2012-10-31,9398,4258,8932,449,360,3894,21,2277,1133,2996,180,115,84,35,1516,806,2212,69,29,10,2,5288,1292,4852,555,803,347,23
2012-11-01,8840,4669,9096,355,343,3527,188,2072,1154,2669,94,148,314,1,1133,725,1778,33,34,13,0,5176,1321,4772,572,769,339,45
2012-11-02,9510,3234,8368,529,699,3074,74,2621,2392,4643,131,145,87,7,1383,932,2124,148,27,16,0,5338,1299,4514,464,1056,560,43
2012-11-03,16625,4613,16713,414,753,3288,70,7510,4627,11557,167,134,176,103,4896,1989,6744,88,21,30,2,9344,3245,10071,1011,1068,395,44
2012-11-04,11320,2216,9492,276,569,3114,85,3573,1731,4807,213,161,123,0,2234,827,2935,44,2,80,0,6324,1717,5825,668,1013,483,52
2012-11-05,6183,1009,3929,383,455,2384,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,0,0,0,0,0,0,0,2102,757,1922,159,287,475,16,892,399,1033,92,56,95,15,4126,1147,3095,513,1051,563,51
2012-11-07,9254,2378,7155,485,1007,2985,0,2170,1002,2741,166,81,160,24,1352,879,2082,36,71,42,0,3823,1057,3020,475,983,368,34
2012-11-08,8745,3549,6773,555,1062,3808,96,2579,1410,3514,117,159,186,13,1369,902,2114,43,47,67,0,3665,1074,3260,437,869,158,15
